개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,건물지상층수,건물지하층수,건물총층수,사용시작지상층,사용끝지상층,사용시작지하층,사용끝지하층,한실수,양실수,욕실수,발한실여부,좌석수,조건부허가신고사유,조건부허가시작일자,조건부허가종료일자,건물소유구분명,세탁기수,여성종사자수,남성종사자수,회수건조수,침대수,다중이용업소여부
3010000,3010000-201-2015-00015,2015-04-13,,01,영업/정상,01,영업,,,,,064 7108150,9973.62,100-845,서울특별시 중구 을지로2가 101-1,서울특별시 중구 수표로 61 (을지로2가),04542,트레블로지 명동 을지로호텔,2022-10-05 15:02:04,U,2022-10-07 02:40:00.0,관광호텔,198991.480652031,451591.912071216,관광호텔,1,0,1,15,15,1,1,0,224,,,,,,,,,0,0,,,N
3010000,3010000-201-2012-00002,2012-03-21,,01,영업/정상,01,영업,,,,,000207738803,897.02,100-874,"서울특별시 중구 회현동1가 199-6 모빅빌딩 4~6층,8~9층","서울특별시 중구 남대문시장길 61, 4~6층,8~9층 (회현동1가, 모빅빌딩)",04529,호텔 코지 명동,2026-03-16 15:10:43,U,2026-03-18 02:40:00.0,일반호텔,198113.932337497,450944.445248143,일반호텔,1,0,1,8,8,0,0,0,51,,,,,,,임대,,0,0,,,N
3010000,3010000-201-1968-00108,1968-03-12,,01,영업/정상,01,영업,,,,,02 7555437,164.33,100-043,서울특별시 중구 남산동3가 17,서울특별시 중구 퇴계로24길 12 (남산동3가),04629,호텔 마흐리트,2025-02-19 14:12:46,U,2025-02-22 02:40:00.0,여관업,198800.126713446,450904.68288488,여관업,4,0,4,0,4,0,0,3,16,,,,,,,자가,,0,0,,,N
3010000,3010000-201-2003-00020,2003-02-26,,01,영업/정상,01,영업,,,,,22792126,359.20,100-282,서울특별시 중구 인현동2가 181-5,서울특별시 중구 마른내로8길 13 (인현동2가),04558,달콤명동게스트하우스,2020-07-22 15:15:18,U,2020-07-24 02:40:00.0,여관업,199636.145681685,451249.496875977,여관업,4,0,4,0,4,0,0,17,10,,,,,,,자가,,0,0,,,N
3010000,3010000-201-2003-00046,2003-02-26,,01,영업/정상,01,영업,,,,,3926655,375.76,100-859,서울특별시 중구 중림동 331-14,서울특별시 중구 만리재로35길 49 (중림동),04502,WO모텔 충정로,2022-12-01 10:59:13,U,2022-12-03 02:40:00.0,여관업,197084.506700916,450570.778866288,여관업,4,0,4,0,4,0,0,0,18,,,,,,,자가,,0,0,,,N
3010000,3010000-201-2003-00086,2003-10-29,,01,영업/정상,01,영업,,,,,02  22660688,317.00,100-230,서울특별시 중구 수표동 35-16번지,서울특별시 중구 수표로 68 (수표동),04543,레몬 게스트 하우스,2019-12-06 10:33:11,U,2019-12-08 02:40:00.0,여관업,199030.806204431,451659.586958777,여관업,1,0,1,3,5,0,0,2,18,,,,,,,임대,,0,0,,,N
3010000,3010000-201-2014-00018,2014-12-18,,01,영업/정상,01,영업,,,,,02 3189900,419.75,100-080,서울특별시 중구 북창동 104 5층,"서울특별시 중구 남대문로1길 26-10 (북창동, 5층)",04526,스타 게스트 원룸텔,2022-01-11 13:16:31,U,2022-01-13 02:40:00.0,여관업,197986.895692742,451089.662576161,여관업,1,0,1,5,0,0,0,0,35,,,,,,,,,0,0,,,N
3010000,3010000-201-2015-00021,2015-06-01,,01,영업/정상,01,영업,,,,,02 7797088,747.00,100-860,서울특별시 중구 충무로2가 12-19번지 4층~8층,"서울특별시 중구 명동8가길 31 (충무로2가, 4층~8층)",04537,더스테이호텔,2017-11-29 13:49:54,I,2018-08-31 23:59:59.0,여관업,198764.134727145,451069.853807055,여관업,1,0,1,4,8,0,0,0,34,,,,,,,임대,,0,0,,,N
3010000,3010000-201-2013-00013,2013-06-24,,01,영업/정상,01,영업,,,,,,106.42,100-847,서울특별시 중구 을지로3가 225-1번지,서울특별시 중구 을지로15길 6-15 (을지로3가),04544,서울맘 게스트하우스,2017-11-29 10:03:10,I,2018-08-31 23:59:59.0,여관업,199404.261359276,451622.378637491,여관업,1,0,1,1,2,0,0,0,13,,,,,,,임대,,0,0,,,N
3010000,3010000-201-2013-00001,2013-01-18,,01,영업/정상,01,영업,,,,,0222677712,743.60,100-015,서울특별시 중구 충무로5가 19-5 광암라이피아 2~5층,"서울특별시 중구 퇴계로 245, 2~5층 (충무로5가, 광암라이피아)",04559,명동멀린호텔,2026-03-25 16:51:47,U,2026-03-27 02:40:00.0,여관업,199847.366452758,451150.410900886,여관업,1,0,1,2,5,0,0,0,29,,,,,,,임대,,0,0,,,N
3010000,3010000-201-2017-00013,2017-05-22,,01,영업/정상,01,영업,,,,,02  318 2882,1191.64,100-860,"서울특별시 중구 충무로2가 11-1 선샤인빌딩 7층, 8층","서울특별시 중구 명동8가길 27 (충무로2가, 선샤인빌딩 7층, 8층)",04537,명동 선샤인 게스트하우스,2025-01-02 15:35:22,U,2025-01-04 02:40:00.0,일반호텔,198737.553769773,451081.894647871,일반호텔,10,3,13,7,8,0,0,0,45,,,,,,,,,0,0,,,N
3010000,3010000-201-2010-00002,2010-07-05,,01,영업/정상,01,영업,,,,,02  22389881,262.32,100-869,서울특별시 중구 황학동 371-10번지 2~4층,"서울특별시 중구 퇴계로83길 16 (황학동,2~4층)",04576,송림장여관,2019-02-22 10:46:57,U,2019-02-24 02:40:00.0,여관업,201579.833455985,451568.996219201,여관업,1,0,1,2,4,0,0,2,10,,,,,,,임대,,0,0,,,N
3010000,3010000-201-2016-00010,2016-04-15,,01,영업/정상,01,영업,,,,,07088383650,420.70,100-809,서울특별시 중구 명동2가 32-2 3~4층,"서울특별시 중구 명동8길 21-7, 3~4층 (명동2가)",04536,오요 명동1,2025-12-19 13:26:45,U,2025-12-21 02:40:00.0,일반호텔,198620.500182272,451181.838694197,일반호텔,1,0,1,3,4,0,0,0,17,,,,,,,임대,,0,0,,,N
3010000,3010000-201-2007-00001,2007-02-28,,01,영업/정상,01,영업,,,,,0264661011,11248.13,100-849,"서울특별시 중구 을지로4가 310 지상2층일부, 지상5층~19층","서울특별시 중구 을지로 164 (을지로4가,지상2층일부, 지상5층~19층)",04548,국도관광개발 주식회사 호텔국도,2022-06-16 16:13:07,U,2022-06-18 02:40:00.0,관광호텔,199603.040706779,451543.643423302,관광호텔,20,4,24,2,19,0,0,0,295,,,,,,,자가,,0,0,,,N
3010000,3010000-214-2016-00002,2016-04-20,,01,영업/정상,01,영업,,,,,02  34068000,7224.48,100-015,서울특별시 중구 충무로5가 22-5 현대프레스타워 5~15층,"서울특별시 중구 마른내로12길 7-4 (충무로5가, 현대프레스타워 5~15층)",04559,현대 서비스드 레지던스,2023-08-18 18:03:35,U,2023-08-20 02:40:00.0,숙박업(생활),199995.946197698,451285.600689181,숙박업(생활),1,0,1,5,15,0,0,0,165,,,,,,,,,0,0,,,N
3010000,3010000-201-2003-00001,2003-02-03,,01,영업/정상,01,영업,,,,,22327784,744.00,100-880,서울특별시 중구 흥인동 110번지,서울특별시 중구 다산로 255-1 (흥인동),04569,레인보우호텔,2019-12-31 13:10:18,U,2020-01-02 02:40:00.0,여관업,201335.506427517,451517.007526308,여관업,4,0,4,0,0,0,0,1,31,,,,,,,,,0,0,,,N
3010000,3010000-201-2015-00037,2015-11-03,,01,영업/정상,01,영업,,,,,0220954900,18598.80,100-080,서울특별시 중구 북창동 93-52,서울특별시 중구 남대문로5길 15 (북창동),04526,소테츠호텔즈 더 스프라지르 서울 명동,2024-07-12 14:36:43,U,2024-07-14 02:40:00.0,관광호텔,198055.230826735,451060.503769227,관광호텔,1,0,1,17,17,5,5,78,352,,,,,,,자가,,0,0,,,N
3010000,3010000-201-2003-00073,2003-02-26,,01,영업/정상,01,영업,,,,,02  22730045,217.80,100-391,서울특별시 중구 장충동1가 58-5,서울특별시 중구 동호로24길 42 (장충동1가),04616,파이프 호스텔,2024-05-16 14:15:33,U,2024-05-18 02:40:00.0,여관업,200432.032997409,450987.921192746,여관업,3,0,3,0,3,0,0,0,15,,,,,,,자가,,0,0,,,N
3040000,3040000-201-2024-00003,2024-01-22,,01,영업/정상,01,영업,,,,,,1086.48,143-916,서울특별시 광진구 화양동 23-3,서울특별시 광진구 동일로30길 10 (화양동),05007,하일호스텔,2024-10-29 10:07:50,I,2024-10-31 00:12:15.0,관광호텔,205913.766725576,449481.459608894,관광호텔,1,0,1,1,10,1,1,0,32,,,,,,,,,0,0,,,N
3010000,3010000-201-2018-00002,2018-02-14,,01,영업/정상,01,영업,,,,,02  777 9500,4303.56,100-080,서울특별시 중구 북창동 12-1 호텔 토마스 명동,"서울특별시 중구 세종대로16길 26, 호텔 토마스 명동 (북창동)",04526,호텔 토마스 명동,2026-03-16 19:35:39,U,2026-03-18 02:40:00.0,관광호텔,198018.679926506,451207.729791045,관광호텔,1,0,1,0,0,0,0,0,0,,,,,,,,,0,0,,,N
3010000,3010000-201-2016-00009,2016-04-05,,01,영업/정상,01,영업,,,,,,409.41,100-412,"서울특별시 중구 광희동2가 96 1층,2층,3층,4층","서울특별시 중구 퇴계로 343-1, 1층,2층,3층4층 (광희동2가)",04565,96번지,2026-03-16 15:16:40,U,2026-03-18 02:40:00.0,관광호텔,200792.068633415,451392.78961175,관광호텔,1,0,1,2,4,0,0,0,15,,,,,,,자가,,0,0,,,N
3010000,3010000-201-2018-00008,2018-07-11,,01,영업/정상,01,영업,,,,,02  3174053,14580.64,100-874,서울특별시 중구 회현동1가 194-19 AK타워 B동 9층-24층,"서울특별시 중구 퇴계로 67, AK타워 B동 9층-24층 (회현동1가)",04529,(주)조선호텔앤리조트 레스케이프,2026-03-16 15:24:53,U,2026-03-18 02:40:00.0,관광호텔,198118.296565976,450847.771205029,관광호텔,1,0,1,9,24,0,0,0,204,,,,,,,,,0,0,,,N
3010000,3010000-201-2016-00021,2016-10-18,,01,영업/정상,01,영업,,,,,02  22186565,417.19,100-837,서울특별시 중구 신당동 773 18층,"서울특별시 중구 마장로 3 (신당동, 18층)",04567,동대문맥스타일 하우스,2026-03-25 16:53:55,U,2026-03-27 02:40:00.0,일반호텔,200863.594130764,451837.481623546,일반호텔,1,0,1,18,18,0,0,0,10,,,,,,,,,0,0,,,N
3010000,3010000-201-2015-00016,2015-04-15,,01,영업/정상,01,영업,,,,,0222608000,5163.73,100-013,서울특별시 중구 충무로3가 58-8,서울특별시 중구 수표로 16 (충무로3가),04554,트레블로지 명동 남산,2024-01-16 15:25:31,U,2024-01-18 02:40:00.0,관광호텔,199114.933047561,451143.358208599,관광호텔,1,0,1,13,13,2,2,0,174,,,,,,,임대,,0,0,,,N
3010000,3010000-201-2015-00001,2015-01-08,,01,영업/정상,01,영업,,,,,02  536 4851,272.20,100-861,서울특별시 중구 충무로2가 51-17,서울특별시 중구 퇴계로 159-8 (충무로2가),04553,올스테이인,2026-03-30 16:58:14,U,2026-04-01 02:40:00.0,관광호텔,199037.916477276,451051.291993868,관광호텔,3,0,3,0,0,0,0,0,19,,,,,,,임대,,0,0,,,N
3010000,3010000-201-2002-00014,2002-07-08,,01,영업/정상,01,영업,,,,,02 7762266,1168.00,100-873,서울특별시 중구 회현동1가 86-3,서울특별시 중구 퇴계로8길 25 (회현동1가),04634,뉴코리아호텔,2026-03-16 15:07:11,U,2026-03-18 02:40:00.0,일반호텔,198144.214534057,450651.687806353,일반호텔,5,0,5,0,0,0,0,0,35,,,,,,,,,0,0,,,N
3010000,3010000-201-2017-00015,2017-06-05,,01,영업/정상,01,영업,,,,,02  22647888,484.82,100-861,서울특별시 중구 충무로2가 66-9번지 4~5층,"서울특별시 중구 명동8가길 7 (충무로2가, 4~5층)",04536,필스테이 명동스테이션(명동역점),2017-11-29 13:12:18,I,2018-08-31 23:59:59.0,일반호텔,198640.659565485,451053.379935307,일반호텔,1,0,1,4,4,0,0,0,10,,,,,,,,,0,0,,,N
3010000,3010000-201-2003-00014,2003-02-26,,01,영업/정상,01,영업,,,,,7530407,650.91,100-873,서울특별시 중구 회현동1가 72-1번지,서울특별시 중구 퇴계로4길 69 (회현동1가),04634,서울씨티호텔(SEOUL CITY HOTEL),2019-01-24 14:15:33,U,2019-01-26 02:40:00.0,여관업,198243.876230456,450663.706298951,여관업,3,0,3,0,0,0,0,0,22,,,,,,,,,0,0,,,N
3010000,3010000-201-2017-00001,2017-01-12,,01,영업/정상,01,영업,,,,,02  20841000,5973.91,100-810,서울특별시 중구 명동2가 104번지 3층~20층,"서울특별시 중구 남대문로 56 (명동2가, 3층~20층)",04535,알로프트서울명동호텔,2019-01-21 11:32:42,U,2019-01-23 02:40:00.0,관광호텔,198333.33582458,451110.784887572,관광호텔,1,0,1,3,20,0,0,0,223,,,,,,,,,0,0,,,N
3010000,3010000-201-2015-00003,2015-01-22,,01,영업/정상,01,영업,,,,,0222710827,358.02,100-330,"서울특별시 중구 주교동 125-2 3,4,5층","서울특별시 중구 청계천로 184, 3,4,5층 (주교동)",04546,투유(2U)HOSTEL,2023-05-22 13:51:47,U,2023-05-24 02:40:00.0,숙박업 기타,199770.377675687,451814.600448477,숙박업 기타,1,0,1,3,5,0,0,0,21,,,,,,,임대,,0,0,,,N
3010000,3010000-201-1966-00218,1966-02-14,,01,영업/정상,01,영업,,,,,02 7530701,2450.55,100-053,서울특별시 중구 회현동3가 10,서울특별시 중구 퇴계로14길 1 (회현동3가),04631,뉴오리엔탈호텔,2025-03-27 10:15:41,U,2025-03-30 02:40:00.0,일반호텔,198491.235028989,450895.855106921,일반호텔,7,0,7,0,0,0,0,0,65,,,,,,,,,0,0,,,N
3010000,3010000-201-2015-00025,2015-07-28,,01,영업/정상,01,영업,,,,,,165.90,100-411,서울특별시 중구 광희동1가 193 광성빌딩  3층,"서울특별시 중구 장충단로 225 (광희동1가, 광성빌딩  3층)",04561,모브호텔,2026-02-23 13:52:45,U,2026-02-25 02:40:00.0,일반호텔,200547.63972536,451402.892476741,일반호텔,1,0,1,3,3,0,0,0,8,,,,,,,,,0,0,,,N
3010000,3010000-201-2015-00033,2015-10-13,,01,영업/정상,01,영업,,,,,070 77793327,357.77,100-102,서울특별시 중구 태평로2가 366-1 3층,"서울특별시 중구 덕수궁길 7, 3층 (태평로2가)",04515,24게스트하우스 서울시청점,2026-03-27 15:10:16,U,2026-03-29 02:40:00.0,숙박업 기타,197838.506308443,451380.770303032,숙박업 기타,1,0,1,3,3,0,0,0,16,,,,,,,임대,,0,0,,,N
3010000,3010000-201-2018-00003,2018-05-09,,01,영업/정상,01,영업,,,,,02  22687111,4815.59,100-260,서울특별시 중구 남학동 13-2 지하2층~14층,"서울특별시 중구 퇴계로 176, 지하2층~14층 (남학동)",04627,홈즈레드 명동,2026-03-16 19:37:03,U,2026-03-18 02:40:00.0,관광호텔,199161.680844774,450949.674631487,관광호텔,1,0,1,1,14,1,2,0,112,,,,,,,,,0,0,,,N
3010000,3010000-201-2003-00074,2003-02-26,,01,영업/정상,01,영업,,,,,02 7530883,633.37,100-873,서울특별시 중구 회현동1가 53-6번지,서울특별시 중구 퇴계로12길 39-8 (회현동1가),04633,HOTEL PARK HILL,2019-03-19 14:53:14,U,2019-03-21 02:40:00.0,여관업,198318.081641849,450611.69195866,여관업,5,0,5,0,0,0,0,0,24,,,,,,,,,0,0,,,N
3010000,3010000-201-2006-00001,2006-04-26,,01,영업/정상,01,영업,,,,,0263618031,14210.00,100-021,서울특별시 중구 명동1가 59-5,서울특별시 중구 남대문로 78 (명동1가),04534,이비스앰버서더 명동,2025-01-21 15:01:05,U,2025-01-23 02:40:00.0,관광호텔,198433.903211956,451323.216289926,관광호텔,19,4,23,10,18,0,0,1,279,,,,,,,임대,,0,0,,,N
3010000,3010000-201-2013-00016,2013-11-27,,01,영업/정상,01,영업,,,,,,347.10,100-800,서울특별시 중구 남대문로5가 17-8번지 1층~3층,"서울특별시 중구 세종대로2나길 21 (남대문로5가, 1층~3층)",04527,안전장,2017-11-29 10:54:21,I,2018-08-31 23:59:59.0,여관업,197687.268919935,450686.444557511,여관업,1,0,1,1,3,0,0,0,19,,,,,,,임대,,0,0,,,N
3010000,3010000-201-2017-00003,2017-02-17,,01,영업/정상,01,영업,,,,,02  21792664,15883.04,100-300,서울특별시 중구 초동 72-10 3~16층,"서울특별시 중구 마른내로 28 (초동, 3~16층)",04555,나인트리 바이 파르나스 서울 명동 Ⅱ,2026-03-16 15:29:39,U,2026-03-18 02:40:00.0,관광호텔,199128.553284601,451340.595494209,관광호텔,17,5,22,3,16,0,0,0,408,,,,,,,,,0,0,,,N
3010000,3010000-201-2015-00029,2015-08-28,,01,영업/정상,01,영업,,,,,0222713501,4804.48,100-400,서울특별시 중구 쌍림동 270-2번지,서울특별시 중구 퇴계로 306 (쌍림동),04615,호텔 더 디자이너스 동대문,2019-03-08 17:41:15,U,2019-03-10 02:40:00.0,관광호텔,200429.929353714,451264.595792065,관광호텔,1,0,1,17,17,3,3,0,99,,,,,,,자가,,0,0,,,N
3010000,3010000-214-2016-00001,2016-03-09,,01,영업/정상,01,영업,,,,,0222677712,1261.96,100-015,서울특별시 중구 충무로5가 19-5,"서울특별시 중구 퇴계로 245, 6~12층 (충무로5가)",04559,명동멀린호텔,2026-03-16 15:45:35,U,2026-03-18 02:40:00.0,숙박업(생활),199847.366452758,451150.410900886,숙박업(생활),1,0,1,6,12,0,0,0,49,,,,,,,자가,,0,0,,,N
3010000,3010000-201-2015-00022,2015-06-17,,01,영업/정상,01,영업,,,,,,263.27,100-197,"서울특별시 중구 을지로7가 32-3번지 2층,3층,4층","서울특별시 중구 을지로 282-1, 2층,3층,4층 (을지로7가)",04565,하모리,2018-03-23 11:32:30,I,2018-08-31 23:59:59.0,여관업,200758.650006168,451449.201304125,여관업,1,0,1,2,4,0,0,0,11,,,,,,,자가,,0,0,,,N
3010000,3010000-201-2017-00005,2017-03-10,,01,영업/정상,01,영업,,,,,02  771 8787,212.51,100-809,서울특별시 중구 명동2가 3-3 5층,"서울특별시 중구 명동10길 19-3 (명동2가, 5층)",04537,필스테이 명동메트로점,2025-05-30 13:34:14,U,2025-06-01 02:40:00.0,일반호텔,198659.446197759,451198.789321829,일반호텔,1,0,1,5,5,0,0,0,14,,,,,,,,,0,0,,,N
3010000,3010000-201-2017-00006,2017-03-15,,01,영업/정상,01,영업,,,,,02  778 7800,999.00,100-042,서울특별시 중구 남산동2가 45-10 지하 1층~ 지상 5층,"서울특별시 중구 퇴계로18길 67 (남산동2가, 지하 1층~ 지상 5층)",04630,남산호스텔,2026-03-16 15:18:21,U,2026-03-18 02:40:00.0,관광호텔,198567.904318412,450646.387187539,관광호텔,5,1,6,1,5,1,1,0,20,,,,,,,,,0,0,,,N
3010000,3010000-201-1970-00188,1970-03-05,,01,영업/정상,01,영업,,,,,027710500,2478.00,100-070,서울특별시 중구 소공동 87,서울특별시 중구 소공로 106 (소공동),04533,(주)조선호텔앤리조트,2025-12-31 10:21:52,U,2026-01-03 02:40:00.0,관광호텔,198172.151119488,451350.969223428,관광호텔,20,0,20,5,19,0,0,0,453,,,,,,,자가,,0,0,,,N
3010000,3010000-201-2017-00024,2017-11-23,,01,영업/정상,01,영업,,,,,0260207001,6885.84,100-814,서울특별시 중구 서소문동 120-13 4~23층,"서울특별시 중구 세종대로11길 36 (서소문동, 4~23층)",04513,ENA 스위트 호텔,2022-12-08 11:49:42,U,2022-12-10 02:40:00.0,관광호텔,,,관광호텔,23,5,28,4,23,0,0,0,183,,,,,,,자가,,0,0,,,Y
3010000,3010000-201-2013-00009,2013-05-07,,01,영업/정상,01,영업,,,,,02 7532555,513.40,100-080,서울특별시 중구 북창동 108-5,서울특별시 중구 남대문로 25-13 (북창동),04526,서울쎈트럴호텔(SEOUL CENTRAL HOTEL),2023-01-09 10:29:44,U,2023-01-11 02:40:00.0,여관업,198005.134283014,451061.213099678,여관업,1,0,1,1,5,1,0,0,28,,,,,,,임대,,0,0,,,N
3010000,3010000-201-2016-00001,2016-01-07,,01,영업/정상,01,영업,,,,,0261121011,25333.62,100-220,서울특별시 중구 장교동 22-4,서울특별시 중구 삼일대로 362 (장교동),04542,(주)호텔롯데 롯데시티호텔명동,2025-02-18 17:39:59,U,2025-02-20 02:40:00.0,관광호텔,198876.925292257,451628.15318809,관광호텔,1,0,1,25,25,5,5,0,435,,,,,,,임대,,0,0,,,N
3010000,3010000-201-2015-00023,2015-06-25,,01,영업/정상,01,영업,,,,,0221981212,12565.85,100-412,서울특별시 중구 광희동2가 17,서울특별시 중구 장충단로 226 (광희동2가),04565,소테츠호텔즈 더 스프라지르 서울 동대문,2024-07-12 14:47:27,U,2024-07-14 02:40:00.0,관광호텔,200614.724711748,451381.249500534,관광호텔,1,0,1,21,21,4,4,0,215,,,,,,,자가,,0,0,,,N
3010000,3010000-201-2016-00025,2016-12-23,,01,영업/정상,01,영업,,,,,02  773 3665,555.60,100-860,서울특별시 중구 충무로2가 12-10 3~8층,"서울특별시 중구 명동8가길 49 (충무로2가, 3~8층)",04537,유에이치 스위트,2021-12-02 14:30:03,U,2021-12-04 02:40:00.0,일반호텔,198854.067837039,451076.871684435,일반호텔,1,0,1,3,8,0,0,0,29,,,,,,,,,0,0,,,N
3010000,3010000-201-2016-00006,2016-02-19,,01,영업/정상,01,영업,,,,,0222763500,11095.23,100-195,서울특별시 중구 을지로5가 275-3,서울특별시 중구 동호로 354 (을지로5가),04561,라마다 바이윈덤 서울동대문,2025-12-17 10:28:42,U,2025-12-19 02:40:00.0,관광호텔,200161.192418006,451521.415517111,관광호텔,1,0,1,12,12,4,4,0,154,,,,,,,자가,,0,0,,,N
3010000,3010000-201-2016-00003,2016-01-18,,01,영업/정상,01,영업,,,,,,976.11,100-300,서울특별시 중구 초동 19-10 2층~7층,"서울특별시 중구 충무로5길 3 (초동, 2층~7층)",04550,호텔베네,2020-07-08 15:44:18,U,2020-07-10 02:40:00.0,일반호텔,199261.516922674,451418.440260687,일반호텔,1,0,1,2,7,0,0,0,35,,,,,,,자가,,0,0,,,N
3010000,3010000-201-2015-00026,2015-08-03,,01,영업/정상,01,영업,,,,,02 7760588,393.52,100-804,서울특별시 중구 남창동 9-15 10층,"서울특별시 중구 퇴계로 61, 10층 (남창동)",04529,24게스트하우스 명동타운,2026-03-16 15:14:49,U,2026-03-18 02:40:00.0,숙박업 기타,198065.845616529,450787.39677054,숙박업 기타,1,0,1,10,10,0,0,0,11,,,,,,,임대,,0,0,,,N
3010000,3010000-201-2001-00006,1973-12-12,,01,영업/정상,01,영업,,,,,22682267,60.00,100-411,서울특별시 중구 광희동1가 112-3,서울특별시 중구 을지로40길 21-38 (광희동1가),04561,호텔 아라,2025-05-12 16:10:57,U,2025-05-14 02:40:00.0,일반호텔,200418.301464659,451456.477532331,일반호텔,3,0,3,0,0,0,0,10,0,,,,,,,,,0,0,,,N
3010000,3010000-201-2015-00039,2015-12-28,,01,영업/정상,01,영업,,,,,,837.71,100-800,서울특별시 중구 남대문로5가 17-2,서울특별시 중구 세종대로 24-1 (남대문로5가),04527,르코지,2023-02-17 09:02:40,U,2023-02-19 02:40:00.0,여관업,197673.726137258,450696.152876499,여관업,1,0,1,7,7,1,1,0,34,,,,,,,자가,,0,0,,,N
3010000,3010000-201-2015-00040,2015-12-30,,01,영업/정상,01,영업,,,,,0222788808,298.24,100-411,"서울특별시 중구 광희동1가 38-1번지 3층,4층,5층","서울특별시 중구 을지로38길 11, 3층,4층,5층 (광희동1가)",04561,필스테이 동대문이코노미,2017-11-29 10:48:32,I,2018-08-31 23:59:59.0,여관업,200271.398443634,451530.977065507,여관업,1,0,1,3,5,0,0,0,15,,,,,,,임대,,0,0,,,N
3010000,3010000-201-2015-00010,2015-03-11,,01,영업/정상,01,영업,,,,,07088003650,303.89,100-011,"서울특별시 중구 충무로1가 25-50번지 3,4,5층","서울특별시 중구 퇴계로 103, 3,4,5층 (충무로1가)",04535,케이게스트하우스명동1호점(K-GUEST HOUSE THE MYEONG DONG 1ST),2018-11-13 13:38:52,U,2018-11-15 02:35:49.0,일반호텔,198447.644618398,450955.161084854,일반호텔,1,0,1,3,5,0,0,0,11,,,,,,,임대,,0,0,,,N
3010000,3010000-201-1976-00207,1976-09-22,,01,영업/정상,01,영업,,,,,3107399,14097.00,100-864,서울특별시 중구 태평로2가 23,서울특별시 중구 소공로 119 (태평로2가),04525,플라자호텔,2025-10-02 15:20:14,U,2025-10-05 02:40:00.0,관광호텔,197979.021229862,451376.783371586,관광호텔,22,0,22,2,2,0,0,0,479,,,,,,,자가,,0,0,,,N
3010000,3010000-201-2002-00028,2002-10-31,,01,영업/정상,01,영업,,,,,02  22336200,209.58,100-420,"서울특별시 중구 무학동 33 2층,3층","서울특별시 중구 퇴계로76길 30 (무학동, 2층,3층)",04611,에이(A)모텔,2026-03-18 13:32:44,U,2026-03-20 02:40:00.0,여관업,201273.583841574,451300.026148291,여관업,3,0,3,0,3,0,0,0,14,,,,,,,자가,,0,0,,,N
3010000,3010000-201-2016-00007,2016-02-23,,01,영업/정상,01,영업,,,,,07088803650,509.25,100-810,서울특별시 중구 명동2가 52-7 4~6층,"서울특별시 중구 명동8길 36, 4~6층 (명동2가)",04536,K그랜드호텔 명동,2020-09-07 15:16:03,U,2020-09-09 02:40:00.0,일반호텔,198579.953032302,451091.136654704,일반호텔,1,0,1,4,6,0,0,0,25,,,,,,,,,0,0,,,N
3010000,3010000-201-2003-00039,2003-02-26,,01,영업/정상,01,영업,,,,,22653587,225.23,100-852,서울특별시 중구 입정동 162,서울특별시 중구 충무로14길 6-12 (입정동),,경주모텔,2026-03-16 15:09:26,U,2026-03-18 02:40:00.0,여관업,199305.708902373,451695.322064595,여관업,2,0,2,0,2,0,0,7,5,,,,,,,자가,,0,0,,,N
3010000,3010000-201-2003-00078,2003-02-26,,01,영업/정상,01,영업,,,,,22744323,238.54,100-330,서울특별시 중구 주교동 96-1번지,서울특별시 중구 청계천로 188 (주교동),04546,호텔 제이스테이(Hotel J-Stay),2018-03-02 14:49:21,I,2018-08-31 23:59:59.0,여관업,199799.208083924,451816.806629958,여관업,7,0,7,0,7,0,0,0,20,,,,,,,자가,,0,0,,,N
3010000,3010000-201-2011-00010,2011-12-29,,01,영업/정상,01,영업,,,,,000207559888,546.47,100-080,서울특별시 중구 북창동 95,서울특별시 중구 남대문로1길 26-8 (북창동),04526,피넛호텔,2025-03-12 15:40:41,U,2025-03-14 02:40:00.0,여관업,197971.423521959,451099.788668351,여관업,4,0,4,4,0,0,0,0,23,,,,,,,,,0,0,,,N
3010000,3010000-201-1983-00062,1983-07-06,,01,영업/정상,01,영업,,,,,02 7535507,240.36,100-080,서울특별시 중구 북창동 94-8,서울특별시 중구 남대문로1길 26-11 (북창동),04526,아라 게스트하우스,2024-01-22 14:17:08,U,2024-01-24 02:40:00.0,여관업,197984.739879164,451118.48595182,여관업,3,0,3,0,3,0,0,3,7,,,,,,,자가,,0,0,,,N
3010000,3010000-201-2000-00240,1972-11-29,,01,영업/정상,01,영업,,,,,0236721972,312.04,100-806,서울특별시 중구 남창동 205-125,서울특별시 중구 퇴계로2길 15-3 (남창동),04635,머스트스테이 호텔,2021-11-16 11:55:23,U,2021-11-18 02:40:00.0,여관업,197954.091076134,450515.829838014,여관업,4,0,4,0,4,0,0,0,20,,,,,,,,,0,0,,,N
