"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","좌석수"
"3010000","CDFI2260032013000002","2013-06-10","","01","영업/정상","13","영업중","","","","","2098-0530","","100-094","서울특별시 중구 남대문로4가 17-7","서울특별시 중구 세종대로 58 (남대문로4가)","04526","프레이저플레이스남대문","2025-08-18 10:43:00","U","2025-08-20 02:40:00.0","","197847.754499522","451011.231861517","0"
"3010000","CDFI2260032013000003","2013-06-10","","01","영업/정상","13","영업중","","","","","6362-6000","","100-080","서울특별시 중구 북창동 17-1","서울특별시 중구 세종대로16길 22 (북창동)","04526","클라벤 호텔 명동 시티홀","2025-12-24 14:44:19","U","2025-12-26 02:40:00.0","","197996.303190059","451214.940443595","0"
"3010000","CDFI2260031973000001","1973-12-24","","01","영업/정상","13","영업중","","","","","773-6000","","","서울특별시 중구 충무로2가 61-3","서울특별시 중구 퇴계로 145 (충무로2가, 세종호텔)","04537","세종호텔","2025-07-07 10:46:05","U","2025-07-09 02:40:00.0","","198866.36491721","451021.050960516","0"
"3010000","CDFI2260031975000002","1975-02-14","","01","영업/정상","13","영업중","","","","","777-7811","","100-042","서울특별시 중구 남산동2가 31-1","서울특별시 중구 퇴계로20길 2 (남산동2가)","","퍼시픽호텔","2025-07-07 11:04:50","U","2025-07-09 02:40:00.0","","198644.069040474","450827.86176286","0"
"3010000","CDFI2260031976000001","1976-09-01","","01","영업/정상","13","영업중","","","","","771-2200","","100-864","서울특별시 중구 태평로2가 23","서울특별시 중구 소공로 119 (태평로2가)","","플라자호텔","2025-10-20 11:07:49","U","2025-10-23 02:40:00.0","","197979.021229862","451376.783371586","0"
"3010000","CDFI2260031978000001","1978-12-23","","01","영업/정상","13","영업중","","","","","2230-3114","","100-856","서울특별시 중구 장충동2가 202","서울특별시 중구 동호로 249 (장충동2가)","","호텔신라","2025-07-07 10:22:39","U","2025-07-09 02:40:00.0","","200463.625303538","450497.460903907","0"
"3010000","CDFI2260031987000002","1987-08-11","","01","영업/정상","13","영업중","","","","","02-771-1000","","","서울특별시 중구 소공동 1","서울특별시 중구 을지로 30 (소공동, 롯데호텔)","04533","호텔롯데","2025-07-07 11:19:46","U","2025-07-09 02:40:00.0","","198259.65357739","451392.198218657","0"
"3010000","CDFI2260031987000003","1987-09-07","","01","영업/정상","13","영업중","","","","","771-4500","","100-021","서울특별시 중구 명동1가 6-3","서울특별시 중구 명동길 61 (명동1가)","","로얄호텔서울","2024-02-14 16:51:43","U","2024-02-16 02:40:00.0","","198662.073220851","451337.206272624","0"
"3010000","CDFI2260032013000005","2013-06-17","","01","영업/정상","13","영업중","","","","","1877-2538","","100-080","서울특별시 중구 북창동 93-43 외2","서울특별시 중구 남대문로5길 17-5 (북창동)","04526","서울호텔신신","2025-07-07 10:45:17","U","2025-07-09 02:40:00.0","","198047.674063427","451117.674050616","0"
"3010000","CDFI2260032013000006","2013-10-08","","01","영업/정상","13","영업중","","","","","2285-0540","","100-391","서울특별시 중구 장충동1가 31-7","서울특별시 중구 장충단로 198 (장충동1가)","04614","써미트호텔","2025-07-07 10:50:29","U","2025-07-09 02:40:00.0","","200538.850127418","451107.614340285","0"
"3010000","CDFI2260032014000002","2014-07-08","","01","영업/정상","13","영업중","","","","","2264-2200","","","서울특별시 중구 오장동 206-2","서울특별시 중구 동호로 335 (오장동)","04559","스카이파크호텔 동대문1호점","2025-07-07 10:48:48","U","2025-07-09 02:40:00.0","","200113.999615549","451324.026100645","0"
"3010000","CDFI2260032014000003","2014-07-22","","01","영업/정상","13","영업중","","","","","02-727-8700","","100-011","서울특별시 중구 충무로1가 24-30","서울특별시 중구 퇴계로 107 (충무로1가)","04536","데이즈 호텔 명동","2024-02-14 16:48:29","U","2024-02-16 02:40:00.0","","198484.096465671","450963.971753178","0"
"3010000","CDFI2260032014000004","2014-08-14","","01","영업/정상","13","영업중","","","","","02-2266-1553","","100-290","서울특별시 중구 예관동 70-2","서울특별시 중구 창경궁로 20 (예관동)","04559","뉴 블랑 센트럴 명동","2024-12-18 09:20:34","U","2024-12-21 02:40:00.0","","199812.204706685","451319.127469002","0"
"3010000","CDFI2260031987000004","1987-07-08","","01","영업/정상","13","영업중","","","","","730-9911","","","서울특별시 중구 태평로1가 51-1","서울특별시 중구 세종대로 135 (태평로1가, 코리아나호텔)","04519","코리아나호텔","2025-07-07 10:57:03","U","2025-07-09 02:40:00.0","","197867.156641113","451779.880897566","0"
"3010000","CDFI2260031987000005","1987-07-08","","01","영업/정상","13","영업중","","","","","2250-8000","","100-857","서울특별시 중구 장충동2가 산 5-5","서울특별시 중구 장충단로 60 (장충동2가)","","반얀트리 클럽 앤 스파 서울","2025-11-19 13:45:38","U","2025-11-21 02:40:00.0","","200193.232424569","449809.744684888","0"
"3010000","CDFI2260032007000001","2007-04-03","","01","영업/정상","13","영업중","","","","","2266-1446","","100-849","서울특별시 중구 을지로4가 310","서울특별시 중구 을지로 164 (을지로4가)","","호텔 국도","2024-11-12 15:32:28","U","2024-11-14 02:40:00.0","","199603.040706779","451543.643423302","0"
"3010000","CDFI2260032007000002","2007-07-03","","01","영업/정상","13","영업중","","","","","6361-8011","","100-021","서울특별시 중구 명동1가 59-5","서울특별시 중구 남대문로 78 (명동1가)","","이비스 앰배서더 명동","2025-07-07 10:56:00","U","2025-07-09 02:40:00.0","","198433.903211956","451323.216289926","0"
"3010000","CDFI2260032008000002","2008-10-22","","01","영업/정상","13","영업중","","","","","2220-8210","","100-130","서울특별시 중구 순화동 214-0 외 1필지","서울특별시 중구 통일로 78 (순화동,외 1필지)","","디에스디엘(주) 프레이저 플레이스 센트럴 서울","2025-07-07 11:23:54","U","2025-07-09 02:40:00.0","","197268.885433824","451148.620978965","0"
"3010000","CDFI2260032014000005","2014-10-10","","01","영업/정상","13","영업중","","","","","2269-2550","","100-310","서울특별시 중구 오장동 181-4","서울특별시 중구 동호로 346 (오장동)","04561","베이튼호텔","2025-07-07 10:40:58","U","2025-07-09 02:40:00.0","","200171.935816725","451444.246421136","0"
"3010000","CDFI2260032014000006","2014-10-29","","01","영업/정상","13","영업중","","","","","","","100-412","서울특별시 중구 광희동2가 238-1","서울특별시 중구 퇴계로 334 (광희동2가)","100-412","맹그로브 동대문","2024-07-12 15:43:26","U","2024-07-14 02:40:00.0","","200701.142404743","451316.536804153","0"
"3010000","CDFI2260031969000001","1969-03-28","","01","영업/정상","13","영업중","","","","","753-3131","","100-191","서울특별시 중구 을지로1가 188-3","서울특별시 중구 을지로 16 (을지로1가)","","프레지던트호텔","2025-07-07 11:06:11","U","2025-07-09 02:40:00.0","","198113.370663648","451483.299976911","0"
"3010000","CDFI2260031969000002","1969-04-15","","01","영업/정상","13","영업중","","","","","752-7111","","100-042","서울특별시 중구 남산동2가 1-1","서울특별시 중구 퇴계로 130 (남산동2가)","","서울프린스호텔","2025-07-07 10:43:56","U","2025-07-09 02:40:00.0","","198717.824491651","450932.964839778","0"
"3010000","CDFI2260031969000003","1969-10-15","","01","영업/정상","13","영업중","","","","","735-9071","","100-101","서울특별시 중구 태평로1가 29-1","서울특별시 중구 세종대로22길 16 (태평로1가)","","뉴서울호텔","2024-02-14 16:46:58","U","2024-02-16 02:40:00.0","","198000.967176821","451745.025547093","0"
"3010000","CDFI2260031970000001","1970-06-05","","01","영업/정상","13","영업중","","","","","771-0500","","100-070","서울특별시 중구 소공동 87-1","서울특별시 중구 소공로 106 (소공동)","04533","(주)조선호텔앤리조트","2026-01-09 11:06:26","U","2026-01-11 02:40:00.0","","198172.151119488","451350.969223428","0"
"3010000","CDFI2260031970000002","1970-01-12","","01","영업/정상","13","영업중","","","","","752-3191","","100-873","서울특별시 중구 회현동1가 65","서울특별시 중구 퇴계로10길 23 (회현동1가)","","(주)서울렉스호텔","2025-07-07 10:43:21","U","2025-07-09 02:40:00.0","","198249.758791197","450711.482993526","0"
"3010000","CDFI2260031970000003","1970-07-01","","01","영업/정상","13","영업중","","","","","2266-3186","","100-282","서울특별시 중구 인현동2가 73-1","서울특별시 중구 마른내로 71 (인현동2가)","","호텔 PJ","2025-07-07 11:10:18","U","2025-07-09 02:40:00.0","","199550.506270874","451392.219693582","0"
"3010000","CDFI2260032018000011","2018-11-20","","01","영업/정상","13","영업중","","","","","2272-1045","","","서울특별시 중구 광희동2가 14-1","서울특별시 중구 퇴계로 325 (광희동2가)","04565","토요코인 서울 동대문 Ⅱ","2025-07-07 10:59:34","U","2025-07-09 02:40:00.0","","200625.524648469","451359.906142005","0"
"3010000","CDFI2260032026000012","2026-02-24","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 주교동 258 지상3층","서울특별시 중구 을지로33길 6, 지상3층 (주교동)","04546","포레스트 스테이 을지로","2026-03-18 12:37:29","U","2026-03-20 02:40:00.0","","199957.659044118","451651.967315334","0"
"3010000","CDFI2260032026000013","2026-02-24","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 남산동2가 37-2 JEJARI STAY","서울특별시 중구 소공로6길 35, JEJARI STAY (남산동2가)","04631","JEJARI STAY","2026-03-18 12:35:56","U","2026-03-20 02:40:00.0","","198608.927223501","450707.580510567","0"
"3010000","CDFI2260032023000002","2023-10-27","","01","영업/정상","13","영업중","","","","","3786-8999","","","서울특별시 중구 을지로2가 199-50","서울특별시 중구 명동7가길 22, 3~11층 (을지로2가)","04534","호텔베르","2024-06-12 11:37:36","U","2024-06-14 02:40:00.0","","198441.269874845","451365.561736866","0"
"3010000","CDFI2260032024000006","2024-12-19","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 명동1가 38-1","서울특별시 중구 명동9길 21, 지상3층,4층 (명동1가)","04534","호스텔아라","2024-12-19 14:28:29","I","2024-12-21 00:11:33.0","","198564.1795109","451386.874682463","0"
"3010000","CDFI2260032025000001","2025-01-31","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 북창동 93-36 세창빌딩","서울특별시 중구 남대문로5길 23, 세창빌딩 2층 (북창동)","04526","올스테이 호스텔","2025-06-04 13:22:27","U","2025-06-06 02:40:00.0","","198068.131653285","451126.465954538","0"
"3010000","CDFI2260032024000005","2024-12-12","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 명동2가 2-21 디자이너스빌딩","서울특별시 중구 명동10길 19-27, 디자이너스빌딩 (명동2가)","04537","블루닷 포쉬텔","2024-12-18 17:29:43","U","2024-12-21 02:40:00.0","","198678.774286832","451209.550729181","0"
"3010000","CDFI2260032024000008","2024-12-24","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 남산동2가 36-1","서울특별시 중구 퇴계로18길 49 (남산동2가)","04631","다두하우스","2026-03-17 19:20:24","U","2026-03-19 02:40:00.0","","198586.947483956","450721.931166203","0"
"3020000","CDFI2260032024000002","2024-10-30","","01","영업/정상","13","영업중","","","","","","","","서울특별시 용산구 이태원동 130-9","서울특별시 용산구 이태원로26길 17-1 (이태원동)","04391","호스텔 펠라즈(Hostel Fellaz)","2024-10-30 16:43:30","I","2024-11-01 00:12:59.0","","199369.871968405","447943.699776291","0"
"3020000","CDFI2260032024000001","2024-06-27","","01","영업/정상","13","영업중","","","","","02-2124-1192","","","서울특별시 용산구 이촌동 376 스카이 스위트","서울특별시 용산구 양녕로 495, 스카이 스위트 (이촌동)","04381","스카이 스위트","2024-06-27 18:39:27","I","2024-06-30 00:14:00.0","","196410.233494294","446549.862090232","0"
"3020000","CDFI2260032025000001","2025-12-18","","01","영업/정상","13","영업중","","","","","","","","서울특별시 용산구 이태원동 64-24","서울특별시 용산구 보광로59길 50, 2층 (이태원동)","04391","와이낫슬립(Why Not Sleep)","2025-12-18 16:48:19","I","2025-12-20 00:20:02.0","","199157.2217515","447963.871890394","0"
"3020000","CDFI2260032025000002","2025-12-18","","01","영업/정상","13","영업중","","","","","","","","서울특별시 용산구 이태원동 66-2","서울특별시 용산구 보광로59길 36, 5-6층 (이태원동)","04391","스테이 파키라(Stay Pachira)","2026-03-30 17:56:58","U","2026-04-01 02:40:00.0","","199223.815483747","447968.035884444","0"
"3020000","CDFI2260032025000003","2025-12-26","","01","영업/정상","13","영업중","","","","","","","","서울특별시 용산구 서계동 223-56","서울특별시 용산구 만리재로 190-1 (서계동)","04300","mingle stay","2025-12-26 15:47:07","I","2025-12-28 00:20:22.0","","197047.024933919","450244.123927585","0"
"3020000","CDFI2260032023000001","2023-03-27","","01","영업/정상","13","영업중","","","","","748-4417,6923-8000","","","서울특별시 용산구 한강로3가 40-708","서울특별시 용산구 한강대로23길 25 (한강로3가)","04378","나인트리 프리미어 로카우스호텔 서울 용산(Nine Tree Premier ROKAUS Hotel Seoul Yongsan)","2025-12-17 16:29:42","U","2025-12-19 02:40:00.0","","196785.404801941","447267.982864433","0"
"3020000","CDFI2260032026000001","2026-02-26","","01","영업/정상","13","영업중","","","","","","","","서울특별시 용산구 서계동 232-34","서울특별시 용산구 만리재로 180-1, 2층 (서계동)","04300","스테이터울","2026-02-26 13:27:01","I","2026-02-28 00:20:02.0","","196954.142298721","450212.036562714","0"
"3020000","CDFI2260032022000001","2022-07-14","","01","영업/정상","13","영업중","","","","","027979935","","","서울특별시 용산구 이태원동 99-16 소망빌딩","서울특별시 용산구 보광로 103-2 (이태원동)","04391","H호스텔","2024-09-03 16:38:28","U","2024-09-05 02:40:00.0","","199451.81421534","447757.249356311","0"
"3020000","CDFI2260031975000001","1975-07-29","","01","영업/정상","13","영업중","","","","","02-3786-6000","","140-863","서울특별시 용산구 이태원동 119-24 119-24,25,108-9,123-10~15,116-1,116-5,112-7,112-15","서울특별시 용산구 이태원로 179 (이태원동)","04350","해밀톤관광호텔","2024-06-26 18:26:35","U","2024-06-30 02:40:00.0","","199362.51518342","448070.485388482","0"
"3020000","CDFI2260031978000001","1978-05-15","","01","영업/정상","13","영업중","","","","","02-797-1234","","140-893","서울특별시 용산구 한남동 747-7","서울특별시 용산구 소월로 322 (한남동)","","서울미라마(유)그랜드하얏트서울","2024-08-07 15:01:17","U","2024-08-10 02:40:00.0","","199737.097413554","448587.753314794","0"
"3020000","CDFI2260032017000004","2017-09-29","","01","영업/정상","13","영업중","","","","","02-2223-7522","","","서울특별시 용산구 한강로3가 40-969 서울드래곤시티","서울특별시 용산구 청파로20길 95, 서울드래곤시티 (한강로3가)","04372","(주)서부티엔디 노보텔 앰배서더 서울 용산","2025-07-03 17:10:14","U","2025-07-05 02:40:00.0","","196610.663839509","447742.348636253","0"
"3020000","CDFI2260031988000001","1988-09-28","","01","영업/정상","13","영업중","","","","","02-3702-8000","","140-893","서울특별시 용산구 한남동 737-32","서울특별시 용산구 이태원로 221 (한남동)","","임피리얼팰리스 부티크호텔(Imperial Palace Boutique Hotel)","2025-11-04 10:19:12","U","2025-11-06 02:40:00.0","","199788.755748324","448121.175798434","0"
"3020000","CDFI2260031998000001","1998-08-22","","01","영업/정상","13","영업중","","","","","02-2076-2000","","140-860","서울특별시 용산구 이태원동 22-76","서울특별시 용산구 장문로 23 (이태원동)","","몬드리안 서울 이태원","2025-05-22 14:53:24","U","2025-05-24 02:40:00.0","","199337.628628981","447413.487156381","0"
"3020000","CDFI2260032015000001","2015-04-24","","01","영업/정상","13","영업중","","","","","02-6070-7000","","140-821","서울특별시 용산구 동자동 56","서울특별시 용산구 한강대로 366 (동자동)","04323","(주)조선호텔앤리조트 포포인츠 조선 서울역","2025-12-26 15:49:30","U","2025-12-28 02:40:00.0","","197525.407310462","449844.319841559","0"
"3020000","CDFI2260032016000001","2016-12-06","","01","영업/정상","13","영업중","","","","","795-5997","","","서울특별시 용산구 이태원동 64-32","서울특별시 용산구 이태원로20길 2-8 (이태원동, 에이원호텔)","04391","에이원호텔","2026-03-18 13:07:13","U","2026-03-20 02:40:00.0","","199190.671806282","447977.234335253","0"
"3020000","CDFI2260032016000002","2016-12-27","","01","영업/정상","13","영업중","","","","","070-8837-3650","","","서울특별시 용산구 동자동 43-59","서울특별시 용산구 한강대로 385, 3~4층 (동자동)","04320","케이 그랜드 호텔 서울(K-Grand Hotel Seoul)","2024-01-18 14:09:27","U","2024-01-20 02:40:00.0","","197478.685653861","450063.434682284","0"
"3020000","CDFI2260032017000001","2017-01-25","","01","영업/정상","13","영업중","","","","","02-703-6200","","","서울특별시 용산구 갈월동 69-27","서울특별시 용산구 한강대로 305 (갈월동)","04320","호텔 더 디자이너스","2024-10-16 09:16:43","U","2024-10-19 02:40:00.0","","197419.271266145","449254.786813543","0"
"3020000","CDFI2260032017000002","2017-09-29","","01","영업/정상","13","영업중","","","","","02-2223-7000","","","서울특별시 용산구 한강로3가 40-969","서울특별시 용산구 청파로20길 95 (한강로3가, 서울드래곤시티)","04372","(주)서부티엔디 그랜드 머큐어 앰버서더 서울 용산","2025-05-22 14:54:28","U","2025-05-24 02:40:00.0","","196610.663839509","447742.348636253","0"
"3020000","CDFI2260032023000002","2023-09-26","","01","영업/정상","13","영업중","","","","","02-795-8128","","","서울특별시 용산구 이태원동 126-7","서울특별시 용산구 우사단로14길 11 (이태원동)","04405","누베르 서울호텔","2025-05-22 14:50:21","U","2025-05-24 02:40:00.0","","199602.998335774","448000.622353627","0"
"3030000","CDFI2260032026000002","2026-03-27","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성동구 행당동 251-2","서울특별시 성동구 왕십리로 289, 2,3층 (행당동)","04744","소노체호스텔 한양","2026-03-27 17:37:52","I","2026-03-29 00:20:01.0","","203118.03672285","450853.027331761","0"
"3030000","CDFI2260032025000002","2025-12-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성동구 성수동2가 299-114","서울특별시 성동구 성수일로12가길 30-14 (성수동2가)","04792","스윗스팟성수","2025-12-30 12:39:08","U","2026-01-01 02:40:00.0","","204623.227883498","449772.577185541","0"
"3030000","CDFI2260032026000001","2026-02-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성동구 성수동2가 250-30","서울특별시 성동구 동일로 75, 3,4층 (성수동2가)","04786","청화스테이","2026-02-04 20:35:46","I","2026-02-06 00:20:02.0","","205439.236017865","448604.933857576","0"
"3030000","CDFI2260032025000001","2025-07-14","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성동구 도선동 40","서울특별시 성동구 무학로2길 50, 5층 (도선동)","04709","밸류플레이스 호스텔 왕십리역점","2025-08-27 15:43:05","U","2025-08-29 02:40:00.0","","203014.126371125","451106.855353223","0"
"3030000","CDFI2260032008000001","2008-09-09","","01","영업/정상","13","영업중","","","","","02-2292-7634","","","서울특별시 성동구 도선동 72번지 외 2필지(73, 74번지)","서울특별시 성동구 왕십리로20길 19 (도선동, 아모렉스 관광호텔)","04709","아모렉스 관광호텔","2019-04-25 17:29:39","U","2019-04-27 02:40:00.0","","203049.085092078","451259.786486629","0"
"3030000","CDFI2260032013000001","2013-02-05","","01","영업/정상","13","영업중","","","","","02-2245-3355","","","서울특별시 성동구 용답동 228-6","서울특별시 성동구 자동차시장1길 29 (용답동)","04808","새턴호텔(SATURN HOTEL)","2026-01-21 09:50:09","U","2026-01-23 02:40:00.0","","205306.029406852","451019.471122131","0"
"3030000","CDFI2260032013000002","2013-12-23","","01","영업/정상","13","영업중","","","","","02-2298-0070","","133-882","서울특별시 성동구 도선동 86","서울특별시 성동구 무학로2길 47 (도선동)","04709","컬리넌 호텔 앤 스파","2025-09-28 14:07:11","U","2025-09-30 02:40:00.0","","203006.379794188","451150.696474495","0"
"3030000","CDFI2260032015000001","2015-10-02","","01","영업/정상","13","영업중","","","","","02-6212-2727","","","서울특별시 성동구 용답동 228-12","서울특별시 성동구 자동차시장1길 27 (용답동)","04808","호텔 27","2026-02-20 16:20:51","U","2026-02-22 02:40:00.0","","205288.987166136","451015.467879096","0"
"3030000","CDFI2260032017000001","2017-03-07","","01","영업/정상","13","영업중","","","","","0222983650","","","서울특별시 성동구 하왕십리동 966-68번지","서울특별시 성동구 왕십리로 339-1, 6~10층 (하왕십리동)","04710","케이그랜드 호스텔(K-Grand Hostel)","2020-01-02 17:40:53","U","2020-01-04 02:40:00.0","","202756.732460612","451193.426474206","0"
"3130000","CDFI2260032023000001","2023-06-30","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 서교동 460-25","서울특별시 마포구 월드컵북로5길 41 (서교동)","04002","크리에이터타운 서교","2025-07-16 17:12:52","U","2025-07-18 02:40:00.0","","192579.727675563","450446.890829184","0"
"3130000","CDFI2260032026000004","2026-03-19","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 서교동 373-2","서울특별시 마포구 잔다리로 49 (서교동)","04043","코스모하버 홍대","2026-03-19 17:01:33","I","2026-03-22 00:20:02.0","","192721.261485839","450003.219247786","0"
"3130000","CDFI2260032026000005","2026-03-19","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 동교동 161-10","서울특별시 마포구 월드컵북로2길 19 (동교동)","03995","스테이히어어게인","2026-03-20 09:27:15","I","2026-03-22 00:20:02.0","","193031.771142009","450456.462818787","0"
"3130000","CDFI2260032026000003","2026-03-11","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 노고산동 57-38 JK빌딩","서울특별시 마포구 서강로 135, JK빌딩 2층 (노고산동)","04058","신촌스테이","2026-03-11 11:20:28","I","2026-03-13 00:20:02.0","","194224.210759149","450250.907145243","0"
"3130000","CDFI2260032021000002","2021-12-22","","01","영업/정상","13","영업중","","","","","02-3702-0300","","","서울특별시 마포구 도화동 573","서울특별시 마포구 마포대로 67 (도화동)","04157","로이넷 호텔 서울 마포","2022-11-03 15:09:19","U","2022-11-05 02:40:00.0","","195359.808050656","448841.031803244","0"
"3130000","CDFI2260032021000003","2021-12-22","","01","영업/정상","13","영업중","","","","","02-3774-1101","","","서울특별시 마포구 동교동 162-5 MERCURE 앰배서더 HOTEL 홍대","서울특별시 마포구 양화로 144, MERCURE 앰배서더 HOTEL 홍대 (동교동)","04050","머큐어 앰배서더 서울 홍대","2023-12-04 09:16:15","U","2023-12-06 02:40:00.0","","193073.64466155","450341.82321403","0"
"3130000","CDFI2260032013000002","2013-02-05","","01","영업/정상","13","영업중","","","","","326-5801","","121-893","서울특별시 마포구 서교동 373-9","서울특별시 마포구 양화로 86 (서교동)","04043","호텔 더 디자이너스 홍대","2023-08-31 17:11:32","U","2023-09-02 02:40:00.0","","192647.075671686","449962.851191072","0"
"3130000","CDFI2260032014000001","2014-10-30","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 동교동 198-30 홍대LJ빌딩","서울특별시 마포구 동교로 217, 홍대LJ빌딩 2층~4층 (동교동)","03993","필로소퍼","2023-09-01 10:34:00","U","2023-09-03 02:40:00.0","","193173.291498782","450805.577656258","0"
"3130000","CDFI2260032014000002","2014-12-10","","01","영업/정상","13","영업중","","","","","332-2333","","121-210","서울특별시 마포구 서교동 351-29","서울특별시 마포구 동교로 162-7 (서교동)","04031","더휴식 아늑 홍대점","2022-08-22 20:18:35","U","2022-08-24 02:40:00.0","","192893.333078404","450367.063858996","0"
"3130000","CDFI2260032015000001","2015-08-26","","01","영업/정상","13","영업중","","","","","69799000","","","서울특별시 마포구 도화동 570번지","서울특별시 마포구 마포대로 83 (도화동)","04156","신라스테이 마포","2018-02-08 18:24:33","I","2018-08-31 23:59:59.0","","195484.919869451","448958.582313523","0"
"3130000","CDFI2260032016000002","2016-06-07","","01","영업/정상","13","영업중","","","","","02-332-0061","","","서울특별시 마포구 서교동 447-1","서울특별시 마포구 월드컵북로 31 (서교동)","04001","아만티 호텔 서울","2026-01-16 13:38:42","U","2026-01-18 02:40:00.0","","192736.935397287","450550.232656274","0"
"3130000","CDFI2260031979000001","1979-08-02","","01","영업/정상","13","영업중","","","","","02-717-9441","","","서울특별시 마포구 도화동 169-1","서울특별시 마포구 마포대로 58 (도화동, 가든호텔)","04168","(주)서울가든","2025-12-16 08:50:00","U","2025-12-18 02:40:00.0","","195366.504486477","448716.823596557","0"
"3130000","CDFI2260032005000001","2005-07-14","","01","영업/정상","13","영업중","","","","","338-0018","","","서울특별시 마포구 합정동 382-17번지","서울특별시 마포구 양화로 15 (합정동, 호텔써클)","04027","써클호텔","2018-02-21 10:20:32","I","2018-08-31 23:59:59.0","","192044.052062349","449625.190175398","0"
"3130000","CDFI2260032009000001","2009-03-09","","01","영업/정상","13","영업중","","","","","02-6009-1000","","","서울특별시 마포구 공덕동 467 롯데캐슬프레지던트","서울특별시 마포구 마포대로 109 (공덕동, 롯데캐슬프레지던트)","04146","(주)호텔롯데 롯데시티 호텔마포","2025-08-11 12:38:40","U","2025-08-13 02:40:00.0","","195564.375757848","449186.933273231","0"
"3130000","CDFI2260032011000001","2011-10-11","","01","영업/정상","13","영업중","","","","","6016-0001","","","서울특별시 마포구 상암동 1587","서울특별시 마포구 월드컵북로58길 15 (상암동, 스탠포드호텔코리아)","03922","스탠포드호텔코리아(주) 스탠포드호텔서울","2025-09-22 14:35:18","U","2025-09-24 02:40:00.0","","189919.550051873","453342.222208599","0"
"3130000","CDFI2260032017000002","2017-06-30","","01","영업/정상","13","영업중","","","","","0505-068-7207","","","서울특별시 마포구 노고산동 1-74","서울특별시 마포구 신촌로 152 (노고산동)","04104","에이치에비뉴 호텔 이대점","2025-09-12 11:44:16","U","2025-09-14 02:40:00.0","","194856.148175113","450442.424814188","0"
"3130000","CDFI2260032017000003","2017-12-29","","01","영업/정상","13","영업중","","","","","3704-8465","","","서울특별시 마포구 도화동 25-13 효성해링턴 스퀘어","서울특별시 마포구 마포대로 92, 효성해링턴 스퀘어 (도화동)","04168","글래드호텔 마포","2026-01-14 15:51:09","U","2026-01-16 02:40:00.0","","195616.580723896","448973.867131637","0"
"3130000","CDFI2260032018000001","2018-01-29","","01","영업/정상","13","영업중","","","","","2289-1000","","","서울특별시 마포구 동교동 160-5 롯데호텔 L7홍대","서울특별시 마포구 양화로 141, 롯데호텔 L7홍대 (동교동)","03995","(주)호텔롯데 L7홍대","2025-08-11 12:42:44","U","2025-08-13 02:40:00.0","","193005.883365365","450387.023230304","0"
"3130000","CDFI2260032018000002","2018-04-20","","01","영업/정상","13","영업중","","","","","330-7872, 3307570","","","서울특별시 마포구 서교동 354-5","서울특별시 마포구 양화로 130 (서교동)","04038","라이즈호텔","2024-10-29 11:06:12","U","2024-10-31 02:40:00.0","","192971.947727746","450243.232547428","0"
"3130000","CDFI2260032017000001","2017-02-21","","01","영업/정상","13","영업중","","","","","02-3141-8800","","","서울특별시 마포구 서교동 354-10","서울특별시 마포구 홍익로5길 32 (서교동, 나인브릭)","04038","나인브릭","2026-03-16 21:07:39","U","2026-03-18 02:40:00.0","","192911.642624498","450171.317352359","0"
"3130000","CDFI2260032016000005","2016-10-17","","01","영업/정상","13","영업중","","","","","02  363 3941","","","서울특별시 마포구 동교동 155-30번지","서울특별시 마포구 양화로 177-1 (동교동)","03994","나비호스텔","2019-01-15 14:27:33","U","2019-01-17 02:40:00.0","","193279.38663668","450637.276776739","0"
"3130000","CDFI2260032021000001","2021-11-23","","01","영업/정상","13","영업중","","","","","02-332-7771","","","서울특별시 마포구 합정동 379-4 주니비노 호텔","서울특별시 마포구 양화진2길 31, 주니비노 호텔 (합정동)","04084","주니비노호텔","2025-12-16 08:46:52","U","2025-12-18 02:40:00.0","","192043.507297118","449524.361048163","0"
