숙소ID,구,동,업소명,주소,위도,경도,인접도로명,인접도로폭,지도표시도로폭,도로폭_출처,도로폭_도로구간매칭,도로폭_거리m,공식도로폭m,도로폭_위험도,도로폭_속도계수,도로폭_보정이동시간초,도로폭_보정예상도착초,실폭도로ID,실폭도로일련번호,도로구간관리번호,도로명코드 
3534,마포구,대흥동,휘진 서강,서울특별시 마포구 대흥동 22-116번지,37.55007405,126.94430505,대흥로20길,폭10-12m,폭8-10m,API,교차,4.36,11.0,0.55,1.08,122,182,8238,1840,1681.0,4139039
3535,마포구,서교동,온스테이,서울특별시 마포구 서교동 334-25번지,37.55247711,126.92679818,와우산로26길,폭6-8m,6m미만,API,교차,1.34,6.0,0.85,1.22,95,155,8701,1567,1277.0,4139463
3536,마포구,망원동,스테이 마포,서울특별시 마포구 망원동 395-28번지,37.55080616,126.90313874,동교로,폭25-30m,6m미만,API,교차,0.0,25.0,0.18,0.98,128,188,6940,4687,1064.0,3112014
3537,마포구,상암동,J-Park Story DMC,서울특별시 마포구 상암동 2-142번지,37.57356624,126.89569354,월드컵북로43길,폭10-12m,폭10-12m,API,교차,88.79,10.0,0.55,1.08,95,155,8208,159,1082.0,4139542
3538,마포구,연남동,루하 하우스,서울특별시 마포구 연남동 504-42번지,37.55919599,126.91974956,연남로1길,폭8-10m,6m미만,API,교차,0.0,8.0,0.7,1.14,144,204,9348,802,1235.0,4139443
3539,마포구,연남동,연남숲길스테이,서울특별시 마포구 연남동 366-20번지,37.56160664,126.91922066,성미산로,폭15-20m,폭6-8m,API,교차,28.14,19.0,0.35,1.02,158,218,7112,391,3571.0,3113011
3540,마포구,망원동,STUDIO ARCH,서울특별시 마포구 망원동 410-9번지,37.55331557,126.90334304,희우정로12길,폭8-10m,폭6-8m,API,교차,3.73,8.0,0.7,1.14,154,214,8442,1542,1175.0,4139641
3541,마포구,합정동,MJ house 102,서울특별시 마포구 합정동 429-31번지,37.54949733,126.90911966,포은로,폭10-12m,폭6-8m,API,교차,0.0,11.0,0.55,1.08,75,135,10638,1124,1328.0,3113024
3542,마포구,망원동,밍글스,서울특별시 마포구 망원동 407-5번지,37.55243772,126.90032959,강변북로,폭25-30m,폭25-30m,공식만,교차,0.0,27.0,0.18,0.98,160,220,7518,4003,3508.0,3196001
3543,마포구,서교동,나인게스트하우스,서울특별시 마포구 서교동 326-23번지,37.55278799,126.92883797,와우산로30길,폭8-10m,6m미만,API,교차,10.58,8.0,0.7,1.14,73,133,8764,1570,1275.0,4139472
3544,마포구,연남동,유일,서울특별시 마포구 연남동 390-54번지,37.55896284,126.92430864,양화로19길,6m미만,6m미만,API,교차,0.0,2.0,1.0,1.3,192,252,9403,3686,2474.0,4139425
3545,마포구,연남동,크래프트맨스하우스,서울특별시 마포구 연남동 390-68번지,37.55950426,126.92411992,동교로,6m미만,6m미만,API,교차,6.34,4.0,1.0,1.3,199,259,10327,433,91.0,3112014
3546,마포구,연남동,캐리즈 홈2,서울특별시 마포구 연남동 383-69번지,37.55850027,126.92537501,양화로21길,폭8-10m,폭8-10m,API,교차,4.74,8.0,0.7,1.14,166,226,7248,21,1242.0,4139427
3547,마포구,성산동,솔루나 하우스,서울특별시 마포구 성산동 629-13번지,37.55707604,126.91719922,동교로19길,폭8-10m,폭6-8m,API,교차,3.15,9.0,0.7,1.14,105,165,9389,121,1218.0,4139107
3548,마포구,서교동,게스 하우스,서울특별시 마포구 서교동 330-26번지,37.55373445,126.92655089,와우산로29가길,폭6-8m,6m미만,API,교차,0.0,7.0,0.85,1.22,110,170,7716,48,1294.0,4139465
3549,마포구,상수동,와우 하우스,서울특별시 마포구 상수동 325-13번지,37.5444683,126.9215004,토정로,6m미만,6m미만,API,교차,55.52,4.0,1.0,1.3,131,191,7067,2641,146.0,3113023
3550,마포구,성산동,Wish Stay,서울특별시 마포구 성산동 200-338번지,37.56294553,126.90537796,성산로2길,6m미만,6m미만,API,교차,9.47,4.0,1.0,1.3,136,196,8549,2805,2047.0,4139332
3551,마포구,망원동,굿스테이,서울특별시 마포구 망원동 476-30번지,37.55706457,126.90376087,성미산로,폭15-20m,폭6-8m,API,교차,0.0,19.0,0.35,1.02,156,216,7112,391,3571.0,3113011
3552,마포구,동교동,JJ하우스1,서울특별시 마포구 동교동 176-14번지,37.55476769,126.92664969,와우산로29라길,폭6-8m,6m미만,API,교차,1.58,6.0,0.85,1.22,121,181,9029,1195,1291.0,4139469
3553,마포구,도화동,도화스테이,서울특별시 마포구 도화동 38-19번지,37.538969,126.95152319,도화4길,폭8-10m,폭6-8m,API,교차,13.2,9.0,0.7,1.14,83,143,7392,4686,1520.0,4139064
3554,마포구,노고산동,ISM,서울특별시 마포구 노고산동 33-12번지,37.55124052,126.93807104,백범로,폭30-35m,6m미만,API,교차,13.86,30.0,0.12,0.96,55,115,10140,482,1068.0,3005016
3555,마포구,도화동,레스팅 스테이,서울특별시 마포구 도화동 347-64번지,37.535708,126.9495876,새창로8길,폭12-15m,폭8-10m,API,교차,21.57,12.0,0.45,1.04,88,148,2893,221,1492.0,4139275
3556,마포구,연남동,아리아 하우스,서울특별시 마포구 연남동 481-24번지,37.561434,126.9169165,성미산로13길,6m미만,6m미만,API,교차,4.6,2.0,1.0,1.3,194,254,8235,2916,2504.0,4139306
3557,마포구,성산동,Bang's House,서울특별시 마포구 성산동 624-3번지,37.55876634,126.91632177,월드컵북로9길,폭6-8m,6m미만,API,교차,1.76,6.0,0.85,1.22,138,198,8992,867,1227.0,4139560
3558,마포구,창전동,Dave's 93,서울특별시 마포구 창전동 2-60번지,37.55160016,126.93107552,와우산로30길,폭8-10m,6m미만,API,교차,33.64,8.0,0.7,1.14,41,101,8831,1571,3476.0,4139472
3559,마포구,서교동,다다스테이,서울특별시 마포구 서교동 454-5번지,37.55487185,126.91400813,월드컵로10길,6m미만,폭8-10m,API,교차,10.0,4.0,1.0,1.3,82,142,7282,3003,3042.0,4139482
3560,마포구,연남동,아띠연남,서울특별시 마포구 연남동 504-9번지,37.55937861,126.91950081,동교로25길,6m미만,6m미만,API,교차,5.5,4.0,1.0,1.3,166,226,9426,2442,694.0,4139111
3561,마포구,서교동,윤스테이,서울특별시 마포구 서교동 381-17번지,37.55028336,126.91354347,월드컵로,폭40-50m,폭6-8m,API,근접,12.9,42.0,0.04,0.94,20,80,6647,3974,1059.0,3113018
3562,마포구,성산동,해법하우스,서울특별시 마포구 성산동 221-1번지,37.55891793,126.90672948,망원로11길,폭8-10m,6m미만,API,교차,3.26,8.0,0.7,1.14,168,228,7323,968,1166.0,4139198
3563,마포구,성산동,메종 서울,서울특별시 마포구 성산동 258-5번지,37.55765594,126.90678797,성미산로,폭15-20m,폭6-8m,API,교차,0.0,19.0,0.35,1.02,137,197,7112,391,3571.0,3113011
3564,마포구,창전동,258 Inn,서울특별시 마포구 창전동 6-133번지,37.55054835,126.926845,와우산로30길,폭8-10m,6m미만,API,교차,12.94,8.0,0.7,1.14,78,138,8764,1570,1275.0,4139472
3565,마포구,상암동,엠마하우스,서울특별시 마포구 상암동 13-1번지,37.57499578,126.89447262,월드컵북로47길,폭10-12m,폭20-25m,API,교차,20.34,11.0,0.55,1.08,118,178,10153,153,2792.0,4139545
3566,마포구,연남동,까사드 연남,서울특별시 마포구 연남동 223-75번지,37.56204924,126.92491029,동교로38안길,6m미만,6m미만,API,교차,4.46,4.0,1.0,1.3,240,300,10149,2713,1247.0,4139119
3567,마포구,동교동,헤이스테이,서울특별시 마포구 동교동 155-35번지,37.55553867,126.92395354,어울마당로,폭12-15m,폭6-8m,API,교차,2.76,14.0,0.45,1.04,118,178,10227,1169,1377.0,3113015
3568,마포구,동교동,YOUNGSTAY1,서울특별시 마포구 동교동 203-25번지,37.55465323,126.9198855,월드컵북로1길,폭8-10m,6m미만,API,교차,0.0,9.0,0.7,1.14,84,144,8734,905,1300.0,4139521
3569,마포구,대흥동,제로워터 스테이,서울특별시 마포구 대흥동 325-37번지,37.54443198,126.93950475,대흥로14길,6m미만,6m미만,API,교차,2.6,2.0,1.0,1.3,96,156,7833,3392,1832.0,4139035
3570,마포구,도화동,온화당,서울특별시 마포구 도화동 216-1번지,37.53559198,126.947431,새창로8길,폭12-15m,폭8-10m,API,교차,32.51,12.0,0.45,1.04,86,146,2893,221,1492.0,4139275
3571,마포구,동교동,Stay U,서울특별시 마포구 동교동 188-15번지,37.55236083,126.93099331,와우산로30길,폭8-10m,6m미만,API,근접,5.92,8.0,0.7,1.14,51,111,6863,1575,3476.0,4139472
3572,마포구,대흥동,이화당,서울특별시 마포구 대흥동 2-53번지,37.55330268,126.9455243,대흥로21길,6m미만,6m미만,API,교차,2.28,1.0,1.0,1.3,182,242,8483,3615,2617.0,4139041
3573,마포구,합정동,세레노아 합정,서울특별시 마포구 합정동 369-35번지,37.5430541,126.91247773,강변북로,폭25-30m,폭25-30m,공식만,교차,0.0,27.0,0.18,0.98,100,160,7518,4003,3508.0,3196001
3574,마포구,당인동,히든 홍대,서울특별시 마포구 당인동 15-23번지,37.5437997,126.91936595,강변북로,폭25-30m,폭25-30m,공식만,교차,99.35,27.0,0.18,0.98,94,154,7518,4003,3508.0,3196001
3575,마포구,성산동,이지멘션1,서울특별시 마포구 성산동 607-3번지,37.56333218,126.91593319,성미산로11길,폭8-10m,6m미만,API,교차,1.26,8.0,0.7,1.14,190,250,8555,751,1214.0,4139305
3576,마포구,서교동,GLOW 스테이,서울특별시 마포구 서교동 330-60번지,37.55372671,126.92675826,와우산로29가길,폭6-8m,6m미만,API,교차,5.86,7.0,0.85,1.22,107,167,7716,48,1294.0,4139465
3577,마포구,성산동,아우라 스페이스,서울특별시 마포구 성산동 228-12번지,37.55736614,126.91637621,월드컵북로5나길,폭8-10m,폭6-8m,API,교차,0.0,9.0,0.7,1.14,107,167,8761,872,1760.0,4139554
3578,마포구,도화동,스테이 차,서울특별시 마포구 도화동 1-17번지,37.53837671,126.95299273,새창로8길,폭12-15m,폭8-10m,API,교차,51.48,12.0,0.45,1.04,94,154,2893,221,1492.0,4139275
3579,마포구,염리동,스테이 이화 202,서울특별시 마포구 염리동 9-36번지,37.5529098,126.94618338,대흥로,폭20-25m,폭6-8m,API,교차,12.13,24.0,0.25,1.0,144,204,10404,2060,1069.0,3113004
3580,마포구,노고산동,시니 하우스,서울특별시 마포구 노고산동 56-76번지,37.5521011,126.93197305,와우산로30길,폭8-10m,6m미만,API,교차,54.7,8.0,0.7,1.14,43,103,8496,1572,3476.0,4139472
3581,마포구,서교동,Stay CarpeDiem hongdae,서울특별시 마포구 서교동 370-5번지,37.55043322,126.91945631,잔다리로3안길,폭6-8m,6m미만,API,교차,7.37,6.0,0.85,1.22,51,111,8916,39,1367.0,4139571
3582,마포구,노고산동,스테이 업 데즐링,서울특별시 마포구 노고산동 31-101번지,37.55075789,126.93765845,백범로,폭30-35m,6m미만,API,교차,10.66,30.0,0.12,0.96,48,108,10140,482,1068.0,3005016
3583,마포구,합정동,King kong dae 7,서울특별시 마포구 합정동 372-42번지,37.54530952,126.91304737,토정로2길,6m미만,6m미만,API,교차,2.93,5.0,1.0,1.3,94,154,7706,491,1344.0,4139596
3584,마포구,합정동,고즈넉,서울특별시 마포구 합정동 360-4번지,37.54357228,126.91634957,강변북로,폭25-30m,폭25-30m,공식만,교차,41.39,27.0,0.18,0.98,89,149,7518,4003,3508.0,3196001
3585,마포구,망원동,코지스테이 망원점,서울특별시 마포구 망원동 397-27번지,37.55122548,126.90194308,강변북로,폭25-30m,폭25-30m,공식만,교차,0.0,27.0,0.18,0.98,141,201,7518,4003,3508.0,3196001
3586,마포구,연남동,seven house,서울특별시 마포구 연남동 566-28번지,37.55805741,126.92086194,동교로23길,폭6-8m,폭6-8m,API,교차,0.0,7.0,0.85,1.22,144,204,7487,811,406.0,4139110
3587,마포구,도화동,에이치스테이,서울특별시 마포구 도화동 347-114번지,37.53542613,126.94971769,새창로8길,폭12-15m,폭8-10m,API,교차,54.85,12.0,0.45,1.04,84,144,2893,221,1492.0,4139275
3588,마포구,서교동,Sunny Guest House,서울특별시 마포구 서교동 330-13번지,37.55341385,126.92623446,와우산로,폭15-20m,6m미만,API,교차,8.96,19.0,0.35,1.02,92,152,9766,572,1066.0,3113017
3589,마포구,신수동,벙커.K,서울특별시 마포구 신수동 88-59번지,37.54651932,126.9374656,독막로32안길,6m미만,6m미만,API,교차,0.0,5.0,1.0,1.3,75,135,7267,3360,1429.0,4139086
3590,마포구,당인동,민트컨디션,서울특별시 마포구 당인동 15-35번지,37.54346019,126.91936237,강변북로,폭25-30m,폭25-30m,공식만,교차,63.88,27.0,0.18,0.98,98,158,7518,4003,3508.0,3196001
3591,마포구,합정동,더마포,서울특별시 마포구 합정동 91-15번지,37.54237489,126.91222008,강변북로,폭25-30m,폭25-30m,공식만,교차,75.83,27.0,0.18,0.98,110,170,7518,4003,3508.0,3196001
3592,마포구,성산동,얼바닉 스테이,서울특별시 마포구 성산동 242-10번지,37.55595572,126.91254035,동교로13길,폭6-8m,6m미만,API,교차,0.0,7.0,0.85,1.22,99,159,8672,179,1207.0,4139101
3593,마포구,연남동,마루_연남,서울특별시 마포구 연남동 241-96번지,37.56297014,126.92124971,연남로,폭20-25m,폭6-8m,API,교차,0.0,24.0,0.25,1.0,179,239,9405,514,1062.0,3113016
3594,마포구,성산동,라라 하우스,서울특별시 마포구 성산동 228-2번지,37.55721625,126.91611376,월드컵북로5나길,6m미만,폭6-8m,API,교차,13.32,4.0,1.0,1.3,120,180,8981,870,999.0,4139554
3595,마포구,연남동,수리르스테이,서울특별시 마포구 연남동 562-41번지,37.55732438,126.91882529,월드컵북로,폭30-35m,폭6-8m,API,교차,0.0,34.0,0.12,0.96,96,156,8885,279,1701.0,3113019
3596,마포구,연남동,수림,서울특별시 마포구 연남동 257-21번지,37.55939966,126.92228398,동교로27길,폭10-12m,6m미만,API,교차,16.29,10.0,0.55,1.08,152,212,7238,814,1230.0,4139112
3597,마포구,공덕동,연스테이,서울특별시 마포구 공덕동 11-106번지,37.54663144,126.96072604,임정로,폭12-15m,폭12-15m,공식만,교차,1.86,14.0,0.45,1.04,49,109,3360,209,2858.0,3102010
3598,마포구,도화동,CNI Company,서울특별시 마포구 도화동 231-5번지,37.53515511,126.94778364,효창원로,폭20-25m,폭20-25m,공식만,교차,45.42,20.0,0.25,1.0,90,150,3261,216,2869.0,3005022
3599,강서구,등촌동,HOmestay in Seoul,서울특별시 강서구 등촌동 688번지,37.55889289,126.84032804,공항대로,폭40-50m,6m미만,API,교차,1.88,40.0,0.04,0.94,57,117,11524,325,557.0,2005007
3600,강서구,방화동,스카이빌하우스,서울특별시 강서구 방화동 869번지,37.5674918,126.80883229,초원로8길,6m미만,6m미만,API,교차,12.59,4.0,1.0,1.3,150,210,11154,260,52.0,4145489
3601,강서구,염창동,블랙션샤인,서울특별시 강서구 염창동 274-18번지,37.54838569,126.86466888,등촌로,폭30-35m,폭6-8m,API,교차,99.45,30.0,0.12,0.96,131,191,11318,10,571.0,3005064
3602,강서구,화곡동,서울 메이트(Seoul Mate),서울특별시 강서구 화곡동 347-12번지,37.52953479,126.84235488,강서로7길,폭6-8m,6m미만,API,교차,7.54,7.0,0.85,1.22,121,181,11301,169,263.0,4145080
3603,강서구,방화동,STAY HARI(스테이 하리),서울특별시 강서구 방화동 247-177번지,37.56551779,126.81521585,방화동로12나길,6m미만,6m미만,API,교차,38.93,4.0,1.0,1.3,183,243,11403,64,54.0,4145367
3604,강서구,공항동,THANK YOU STAY,서울특별시 강서구 공항동 59-10번지,37.55444927,126.81040997,공항대로,폭40-50m,6m미만,API,교차,24.0,40.0,0.04,0.94,104,164,11205,922,557.0,2005007
3605,강서구,가양동,온더하우스,서울특별시 강서구 가양동 1490번지,37.55597212,126.86274882,화곡로68길,폭8-10m,폭6-8m,API,교차,20.17,8.0,0.7,1.14,42,102,11481,119,88.0,4145550
3606,강서구,화곡동,서울의 밤,서울특별시 강서구 화곡동 166-27번지,37.53308137,126.85152727,초록마을로,폭8-10m,6m미만,API,교차,2.77,8.0,0.7,1.14,172,232,11355,309,40.0,3115011
3607,강서구,공항동,Stay Serendipity,서울특별시 강서구 공항동 40-33번지,37.5558778,126.81200398,남부순환로7길,폭6-8m,6m미만,API,교차,1.19,6.0,0.85,1.22,112,172,11102,323,23.0,4145285
3608,강서구,화곡동,더 화곡 스테이(The Hwagok Stay),서울특별시 강서구 화곡동 1059-6번지,37.54281466,126.84116611,화곡로27가길,6m미만,6m미만,API,교차,14.97,5.0,1.0,1.3,58,118,11513,291,430.0,4145508
3609,강서구,공항동,센티멘탈 버스,서울특별시 강서구 공항동 52-4번지,37.55765102,126.80896967,공항대로,폭40-50m,6m미만,API,교차,0.0,40.0,0.04,0.94,118,178,11524,325,557.0,2005007
3610,강서구,공항동,온기,서울특별시 강서구 공항동 1340-1번지,37.55195845,126.81449994,공항대로,폭40-50m,6m미만,API,교차,83.27,40.0,0.04,0.94,79,139,11205,922,557.0,2005007
3611,강서구,방화동,컴포홈,서울특별시 강서구 방화동 249-39번지,37.56748202,126.81245351,초원로,6m미만,폭6-8m,API,교차,0.0,4.0,1.0,1.3,181,241,11050,141,2505.0,3115012
3612,강서구,등촌동,스테이 등촌,서울특별시 강서구 등촌동 643-14번지,37.55246999,126.85877838,공항대로,폭40-50m,6m미만,API,교차,42.68,40.0,0.04,0.94,71,131,11524,325,557.0,2005007
3613,강서구,방화동,제니스하우스,서울특별시 강서구 방화동 134-10번지,37.5748683,126.81789449,양천로,폭25-30m,6m미만,API,교차,15.07,29.0,0.18,0.98,74,134,10791,184,573.0,3115008
3614,강서구,공항동,고요하우스 공항동,서울특별시 강서구 공항동 41-40번지,37.55668286,126.81119297,남부순환로7길,폭6-8m,6m미만,API,교차,9.47,6.0,0.85,1.22,123,183,11102,323,23.0,4145285
3615,강서구,화곡동,Dana Stay,서울특별시 강서구 화곡동 111-141번지,37.54287256,126.84149461,화곡로27가길,6m미만,6m미만,API,교차,1.3,5.0,1.0,1.3,53,113,11513,291,430.0,4145508
3616,강서구,방화동,에어포트 게스트하우스,서울특별시 강서구 방화동 246-19번지,37.56569175,126.81462161,방화동로12나길,6m미만,6m미만,API,교차,2.82,4.0,1.0,1.3,188,248,11403,64,54.0,4145367
3617,강서구,공항동,드림하우스,서울특별시 강서구 공항동 60-169번지,37.5553957,126.8097598,공항대로,폭40-50m,6m미만,API,교차,57.54,40.0,0.04,0.94,109,169,11205,922,557.0,2005007
3618,강서구,공항동,하우스공감 스테이,서울특별시 강서구 공항동 60-52번지,37.55474504,126.80982023,공항대로,폭40-50m,6m미만,API,교차,10.16,40.0,0.04,0.94,109,169,11205,922,557.0,2005007
3619,강서구,화곡동,WON STAY,서울특별시 강서구 화곡동 360-3번지,37.52982443,126.8364163,월정로,폭12-15m,폭10-12m,API,교차,138.95,12.0,0.45,1.04,44,104,10994,4,564.0,3005067
3620,강서구,등촌동,어반 아뜰리에(Urban Atelier),서울특별시 강서구 등촌동 513-18번지,37.54240912,126.8610881,초록마을로,폭8-10m,6m미만,API,교차,84.18,8.0,0.7,1.14,192,252,11355,309,40.0,3115011
3621,강서구,화곡동,화곡동 하우스(Hwagok-dong House),서울특별시 강서구 화곡동 842-16번지,37.52763269,126.85772049,국회대로,폭40-50m,6m미만,API,교차,87.7,40.0,0.04,0.94,99,159,11186,199,569.0,2005008
3622,강서구,공항동,에어포트 스테이 서울,서울특별시 강서구 공항동 654-10번지,37.5553479,126.81272868,남부순환로11길,폭12-15m,폭6-8m,API,교차,0.4,13.0,0.45,1.04,88,148,11369,178,269.0,4145280
3623,강서구,염창동,유오스테이,서울특별시 강서구 염창동 266-16번지,37.54834791,126.86938371,공항대로,폭40-50m,6m미만,API,교차,0.0,40.0,0.04,0.94,150,210,11233,1,557.0,2005007
3624,강서구,등촌동,히트코지,서울특별시 강서구 등촌동 655-34번지,37.55293291,126.85383627,등촌로51길,폭12-15m,폭6-8m,API,교차,5.01,12.0,0.45,1.04,100,160,11506,272,349.0,4145311
3625,강서구,공항동,플라이 서울,서울특별시 강서구 공항동 687-5번지,37.55381292,126.81020384,공항대로,폭40-50m,6m미만,API,교차,8.97,40.0,0.04,0.94,108,168,11205,922,557.0,2005007
3626,강서구,마곡동,트라세움,서울특별시 강서구 마곡동 327-51번지,37.56965891,126.82245237,양천로30가길,6m미만,6m미만,API,교차,108.66,4.0,1.0,1.3,209,269,10920,330,228.0,4145403
3627,강서구,방화동,문문스테이,서울특별시 강서구 방화동 614-214번지,37.56198222,126.80862207,방화동로,폭12-15m,6m미만,API,교차,10.96,14.0,0.45,1.04,157,217,11401,25,561.0,3115005
3628,강서구,화곡동,Stay #101,서울특별시 강서구 화곡동 1014-27번지,37.54275653,126.83473297,공항대로,폭40-50m,6m미만,API,교차,8.02,40.0,0.04,0.94,105,165,11524,325,557.0,2005007
3629,강서구,방화동,방화별채,서울특별시 강서구 방화동 606-85번지,37.56298643,126.81020248,공항대로3나길,6m미만,6m미만,API,교차,4.22,2.0,1.0,1.3,190,250,11278,144,523.0,4145182
3630,강서구,등촌동,정담가,서울특별시 강서구 등촌동 654-21번지,37.55264571,126.85630651,공항대로48길,폭6-8m,6m미만,API,교차,13.71,6.0,0.85,1.22,101,161,11122,288,259.0,4145191
3631,강서구,화곡동,라곰스테이,서울특별시 강서구 화곡동 799-12번지,37.52957349,126.8594079,국회대로,폭40-50m,6m미만,API,교차,10.19,40.0,0.04,0.94,127,187,11186,199,569.0,2005008
3632,강서구,공항동,두리현스테이,서울특별시 강서구 공항동 41-37번지,37.55696025,126.81138218,남부순환로7길,폭6-8m,6m미만,API,교차,12.7,6.0,0.85,1.22,122,182,11102,323,23.0,4145285
3633,강서구,화곡동,까치,서울특별시 강서구 화곡동 408-77번지,37.53407531,126.84471264,강서로17가길,6m미만,6m미만,API,교차,0.56,3.0,1.0,1.3,166,226,11329,127,531.0,4145021
3634,강서구,화곡동,Lia Stay,서울특별시 강서구 화곡동 397-27번지,37.53195541,126.84782413,강서로16길,폭6-8m,6m미만,API,교차,5.66,6.0,0.85,1.22,171,231,10930,250,230.0,4145020
3635,강서구,등촌동,온에어하우스,서울특별시 강서구 등촌동 654-2번지,37.55325852,126.85581298,공항대로48길,폭6-8m,6m미만,API,교차,38.35,6.0,0.85,1.22,96,156,11122,288,259.0,4145191
3636,강서구,화곡동,서울하우스,서울특별시 강서구 화곡동 1079-1번지,37.53796787,126.83890536,가로공원로77길,6m미만,6m미만,API,교차,7.76,3.0,1.0,1.3,131,191,11215,247,470.0,4145006
3637,강서구,가양동,미리내Stay,서울특별시 강서구 가양동 238-7번지,37.56869584,126.83964888,양천로,폭25-30m,6m미만,API,교차,43.06,29.0,0.18,0.98,178,238,10791,184,573.0,3115008
3638,강서구,화곡동,에스더스테이,서울특별시 강서구 화곡동 357-29번지,37.52807793,126.83727249,월정로,폭12-15m,폭10-12m,API,교차,142.07,12.0,0.45,1.04,45,105,11556,228,564.0,3005067
3639,강서구,공항동,미미하우스(MIMI HOUSE),서울특별시 강서구 공항동 41-5번지,37.55692417,126.812028,남부순환로7길,폭6-8m,6m미만,API,교차,15.57,6.0,0.85,1.22,113,173,11102,323,23.0,4145285
3640,강서구,방화동,스테이 홀리,서울특별시 강서구 방화동 247-109번지,37.56498705,126.81400396,방화동로10길,폭6-8m,6m미만,API,교차,6.2,6.0,0.85,1.22,171,231,11378,271,353.0,4145364
3641,강서구,가양동,스테이240,서울특별시 강서구 가양동 240번지,37.56917783,126.83840511,마곡동로10길,폭12-15m,폭15-20m,API,교차,25.85,12.0,0.45,1.04,193,253,10733,586,5451.0,4145568
3642,강서구,개화동,Angel B&B,서울특별시 강서구 개화동 230-3번지,37.5840424,126.80158516,개화6길,폭8-10m,6m미만,API,교차,95.94,8.0,0.7,1.14,140,200,11121,1356,514.0,4145089
3643,강서구,화곡동,스테이 화곡,서울특별시 강서구 화곡동 1050-26번지,37.5393807,126.837677,강서로31길,6m미만,6m미만,API,교차,4.47,5.0,1.0,1.3,127,187,11043,92,525.0,4145041
3644,강서구,등촌동,Birdhouse,서울특별시 강서구 등촌동 654-11번지,37.55276631,126.8564116,공항대로48길,폭6-8m,6m미만,API,교차,25.44,6.0,0.85,1.22,99,159,11122,288,259.0,4145191
3645,강서구,등촌동,공항에서 가까운 아파트,서울특별시 강서구 등촌동 712번지,37.55298103,126.8595117,공항대로,폭40-50m,6m미만,API,교차,25.45,40.0,0.04,0.94,64,124,11524,325,557.0,2005007
3646,강서구,화곡동,정 스테이,서울특별시 강서구 화곡동 399-12번지,37.53343959,126.84810812,초록마을로,폭8-10m,6m미만,API,교차,7.95,8.0,0.7,1.14,160,220,11355,309,40.0,3115011
3647,강서구,화곡동,Pum Stay,서울특별시 강서구 화곡동 111-144번지,37.54256084,126.84172315,화곡로27가길,6m미만,6m미만,API,교차,8.0,5.0,1.0,1.3,52,112,11513,291,430.0,4145508
3648,강서구,염창동,안밤,서울특별시 강서구 염창동 275-11번지,37.54714287,126.86783013,공항대로,폭40-50m,6m미만,API,교차,88.06,40.0,0.04,0.94,155,215,11233,1,557.0,2005007
3649,강서구,공항동,홈스윗홈,서울특별시 강서구 공항동 34-37번지,37.55791795,126.81136961,송정로6길,6m미만,6m미만,API,교차,53.58,4.0,1.0,1.3,133,193,11418,145,71.0,4145380
3650,강서구,내발산동,투마운틴스테이,서울특별시 강서구 내발산동 670-33번지,37.55121011,126.83702219,강서로46길,폭6-8m,폭6-8m,API,교차,0.0,6.0,0.85,1.22,66,126,10943,340,419.0,4145056
3651,강서구,공항동,안식,서울특별시 강서구 공항동 34-14번지,37.5576118,126.81237318,방화대로7가길,폭6-8m,폭6-8m,API,교차,14.68,6.0,0.85,1.22,111,171,11384,69,2471.0,4145359
3652,강서구,공항동,에어리인(Airy Inn),서울특별시 강서구 공항동 66-13번지,37.55659423,126.8083139,하늘길,폭30-35m,폭25-30m,API,교차,62.07,33.0,0.12,0.96,127,187,11053,1505,621.0,4145490
3653,강서구,화곡동,가치스테이,서울특별시 강서구 화곡동 359-89번지,37.5298184,126.83670072,월정로,폭12-15m,폭10-12m,API,교차,117.8,12.0,0.45,1.04,47,107,10994,4,564.0,3005067
3654,강서구,화곡동,어반하우징,서울특별시 강서구 화곡동 355-30번지,37.52782705,126.83810791,월정로,폭12-15m,폭10-12m,API,교차,116.56,12.0,0.45,1.04,54,114,11556,228,564.0,3005067
3655,강서구,공항동,온유,서울특별시 강서구 공항동 24-4번지,37.55901235,126.81219223,송정로6길,6m미만,6m미만,API,교차,19.17,4.0,1.0,1.3,129,189,11418,145,71.0,4145380
3656,강서구,화곡동,온담,서울특별시 강서구 화곡동 98-135번지,37.5372785,126.84424621,까치산로2길,폭8-10m,6m미만,API,교차,1.59,8.0,0.7,1.14,98,158,10928,304,81.0,4145270
3657,강서구,방화동,K컬쳐Stay 도경하우스,서울특별시 강서구 방화동 247-167번지,37.56575535,126.81377941,방화동로10길,폭6-8m,6m미만,API,교차,1.75,6.0,0.85,1.22,183,243,11378,271,353.0,4145364
3658,강서구,등촌동,등촌 Stay 48,서울특별시 강서구 등촌동 643-3번지,37.55270133,126.85821655,공항대로,폭40-50m,6m미만,API,교차,15.54,40.0,0.04,0.94,70,130,11205,922,557.0,2005007
3659,강서구,염창동,Dawn Stay,서울특별시 강서구 염창동 276번지,37.54736153,126.86808742,공항대로,폭40-50m,6m미만,API,교차,64.67,40.0,0.04,0.94,154,214,11233,1,557.0,2005007
3660,강서구,화곡동,KELLY' GUEST HOUSE,서울특별시 강서구 화곡동 354-9번지,37.530948,126.84108697,곰달래로19가길,6m미만,6m미만,API,교차,0.0,4.0,1.0,1.3,120,180,10898,108,869.0,4145117
