구,동,숙소명,승인연도,주변건물수,집중도,단속위험도,구조노후도,도로폭위험도,위도,경도,업종,업소명,X좌표,Y좌표,관리건축물대장PK,연면적(㎡),기타용도,지상층수,지하층수,총층수,건물용도명_direct,지역구분명_direct,주변환경명_direct,객실수_direct,시설규모_direct,건축연면적_direct,총층수_direct,지상층수_direct,지하층수_direct,건물용도명_통합,지역구분명_통합,객실수_통합,시설규모_통합,연면적_통합,총층수_통합,총층수_0층만보정,총층수_현재값과차이,주택유형_분류,지역분류_상업주거,상업지역여부,주거지역여부,주택가주변_여부,역세권_인접여부,유흥가_인접여부
마포구,망원동,인 스테이,2015,22,77.3,0.6681904485860778,0.1136,0.85,37.55166977,126.90445734,외국인관광도시민박업,인 스테이,191557.421417,450243.113775,10151100226234,261.24,다가구및제2종근린생활시설,5.0,0.0,5.0,다가구용 주택(공동주택적용),,,1.0,55.0,0.0,5.0,5.0,0.0,다가구용 주택(공동주택적용),,1.0,55.0,55.0,5.0,5.0,0.0,다가구,,,,,,
마포구,공덕동,올드타운앳홈,1996,31,83.9,1.376991968457577,0.4095,1.0,37.54706042,126.96201634,외국인관광도시민박업,올드타운앳홈,196643.386615,449727.918698,101515432,321.96,다가구용단독주택(5가구),3.0,1.0,4.0,다가구용 주택(공동주택적용),,,2.0,62.0,0.0,4.0,3.0,1.0,다가구용 주택(공동주택적용),,2.0,62.0,62.0,4.0,4.0,0.0,다가구,,,,,,
마포구,노고산동,오마이갓 슬라이딩,1994,6,0.0,0.0,0.5478,1.0,37.55198107,126.93963229,외국인관광도시민박업,오마이갓 슬라이딩,194665.660571,450275.086299,1015114543,198.63,"근린생활시설, 다가구용 단독주택(4가구)",3.0,1.0,4.0,다가구용 주택(공동주택적용),일반주거지역,,1.0,27.0,0.0,4.0,3.0,1.0,다가구용 주택(공동주택적용),일반주거지역,1.0,27.0,27.0,4.0,4.0,0.0,다가구,주거지역,0.0,1.0,,,
마포구,망원동,수지 케이원스테이,2011,29,89.7,1.7124011908161425,0.1194,1.0,37.55713406,126.90518833,외국인관광도시민박업,수지 케이원스테이,191622.627034,450849.519225,10151100198158,1214.05,제2종근린생활시설,7.0,0.0,7.0,다가구용 주택(공동주택적용),,,1.0,65.0,0.0,7.0,7.0,0.0,다가구용 주택(공동주택적용),,1.0,65.0,65.0,7.0,7.0,0.0,다가구,,,,,,
마포구,성산동,홍대복층 하우스,1993,22,100.0,0.4133082855691902,0.4148,0.7,37.55678672,126.91524305,외국인관광도시민박업,홍대복층 하우스,192511.008006,450810.120316,1015131020,298.71,"단독주택, 근린생활시설",3.0,1.0,4.0,단독주택,,,3.0,164.0,0.0,4.0,3.0,1.0,단독주택,,3.0,164.0,164.0,4.0,4.0,0.0,단독,,,,,,
마포구,합정동,K-Wave 홍대 부띠크,2006,0,0.0,0.538996500732687,0.1265,0.25,37.54488594,126.91716414,외국인관광도시민박업,K-Wave 홍대 부띠크,192679.58869,449489.124168,1015122923,1320.41,"근린생활시설, 단독주택",7.0,1.0,8.0,단독주택,,,4.0,138.0,0.0,8.0,7.0,1.0,단독주택,,4.0,138.0,138.0,8.0,8.0,0.0,단독,,,,,,
마포구,성산동,For fly,1988,14,85.7,0.2372172785258717,0.4236,0.85,37.565058,126.90564157,외국인관광도시민박업,For fly,191663.557183,451728.943335,1015130531,191.34,주택,2.0,1.0,3.0,단독주택,,,1.0,32.0,0.0,3.0,2.0,1.0,단독주택,,1.0,32.0,32.0,3.0,3.0,0.0,단독,,,,,,
마포구,성산동,홍대 스카이 하우스,2024,26,96.2,0.9411753751900328,0.1011,0.25,37.55768597,126.91363739,외국인관광도시민박업,홍대 스카이 하우스,192369.225963,450910.055618,1000000000000003874341,301.0,"다가구주택, 근린생활시설",4.0,1.0,5.0,다가구용 주택(공동주택적용),,,1.0,26.0,0.0,5.0,4.0,1.0,다가구용 주택(공동주택적용),,1.0,26.0,26.0,5.0,5.0,0.0,다가구,,,,,,
마포구,합정동,에이치 스테이,1991,2,0.0,0.0,0.4183,0.18,37.54351819,126.91544255,외국인관광도시민박업,에이치 스테이,192527.311044,449337.45606,1015122914,198.18,다가구용단독주택(4가구),2.0,1.0,3.0,다가구용 주택(공동주택적용),,,1.0,66.0,0.0,3.0,2.0,1.0,다가구용 주택(공동주택적용),,1.0,66.0,66.0,3.0,3.0,0.0,다가구,,,,,,
마포구,연남동,KeKeKe,2021,18,100.0,1.00831683647729,0.105,0.55,37.55965822,126.92207637,외국인관광도시민박업,KeKeKe,193115.053462,451128.300438,10151100275683,435.72,"근린생활시설,다가구주택",4.0,1.0,5.0,다가구용 주택(공동주택적용),,,2.0,97.0,0.0,5.0,4.0,1.0,다가구용 주택(공동주택적용),,2.0,97.0,97.0,5.0,5.0,0.0,다가구,,,,,,
마포구,서교동,스테이 서교드레곤,2004,2,0.0,0.1189047407655835,0.1293,1.0,37.55121526,126.91291889,외국인관광도시민박업,스테이 서교드레곤,192305.075593,450191.942268,1015121245,794.9,제2종근린생활시설,6.0,0.0,6.0,단독주택,,,2.0,112.0,0.0,6.0,6.0,0.0,단독주택,,2.0,112.0,112.0,6.0,6.0,0.0,단독,,,,,,
마포구,서교동,dou dou,2003,30,93.3,2.15481134365398,0.1308,0.85,37.54873272,126.9198101,외국인관광도시민박업,dou dou,192913.782839,449915.868085,1015121352,280.78,공동주택(다세대주택),5.0,0.0,5.0,다세대주택,,,2.0,69.0,0.0,5.0,5.0,0.0,다세대주택,,2.0,69.0,69.0,5.0,5.0,0.0,다세대,,,,,,
마포구,서교동,트랭퀼 해븐 홍대,2004,22,100.0,0.7351805622664975,0.1293,1.0,37.55253691,126.92819217,외국인관광도시민박업,트랭퀼 해븐 홍대,193654.811579,450337.489005,1015118959,105.96,"제2종근린생활시설,단독주택",2.0,0.0,2.0,단독주택,일반주거지역,,1.0,52.0,0.0,2.0,2.0,0.0,단독주택,일반주거지역,1.0,52.0,52.0,2.0,2.0,0.0,단독,주거지역,0.0,1.0,,,
마포구,노고산동,멜로우 스테이 2호점,1999,29,51.7,3.0241702088745246,0.1365,0.7,37.55139021,126.93738608,외국인관광도시민박업,멜로우 스테이 2호점,194467.132943,450209.637556,1015114630,240.45,다가구용단독주택(5가구),2.0,1.0,3.0,다가구용 주택(공동주택적용),일반주거지역,,1.0,37.0,0.0,3.0,2.0,1.0,다가구용 주택(공동주택적용),일반주거지역,1.0,37.0,37.0,3.0,3.0,0.0,다가구,주거지역,0.0,1.0,,,
마포구,서교동,비나인 게스트하우스,1997,6,0.0,0.0100503358535014,0.1394,0.7,37.55202404,126.93036934,외국인관광도시민박업,비나인 게스트하우스,193847.152159,450280.421233,1015118895,470.28,"근린생활시설, 단독주택",4.0,1.0,5.0,단독주택,일반주거지역,,2.0,88.0,0.0,5.0,4.0,1.0,단독주택,일반주거지역,2.0,88.0,88.0,5.0,5.0,0.0,단독,주거지역,0.0,1.0,,,
마포구,도화동,스테이 헤리티지 공덕,1991,6,33.3,0.0181823190831904,0.4183,0.7,37.53850982,126.95165788,외국인관광도시민박업,스테이 헤리티지 공덕,195727.522857,448779.326924,101519068,198.9,다가구용단독주택(6가구),2.0,1.0,3.0,다가구용 주택(공동주택적용),,,1.0,32.0,0.0,3.0,2.0,1.0,다가구용 주택(공동주택적용),,1.0,32.0,32.0,3.0,3.0,0.0,다가구,,,,,,
마포구,노고산동,다시 마포,1987,0,0.0,0.0,0.4254,1.0,37.55201895,126.94147091,외국인관광도시민박업,다시 마포,194828.131167,450279.18777,1015114332,198.0,주택,2.0,1.0,3.0,단독주택,,,1.0,33.0,0.0,3.0,2.0,1.0,단독주택,,1.0,33.0,33.0,3.0,3.0,0.0,단독,,,,,,
마포구,연남동,비스타스테이,2022,13,84.6,0.2329315576803726,0.1036,1.0,37.55740282,126.91776699,외국인관광도시민박업,비스타스테이,192734.079047,450878.301792,1000000000000000397838,520.51,"근린생활시설, 다세대주택",5.0,0.0,5.0,다세대주택,,,1.0,30.0,0.0,5.0,5.0,0.0,다세대주택,,1.0,30.0,30.0,5.0,5.0,0.0,다세대,,,,,,
마포구,상암동,Red rose house,2002,3,100.0,0.8796841105244633,0.5323,0.55,37.57426445,126.89558722,외국인관광도시민박업,Red rose house,190776.403953,452751.691592,1015132945,158.3,"제1종근린생활시설, 다가구주택(2가구)",3.0,0.0,3.0,다가구용 주택(공동주택적용),,,1.0,53.0,0.0,3.0,3.0,0.0,다가구용 주택(공동주택적용),,1.0,53.0,53.0,3.0,3.0,0.0,다가구,,,,,,
마포구,망원동,JSM Studio,2019,1,0.0,0.0,0.1079,1.0,37.55285681,126.89838402,외국인관광도시민박업,JSM Studio,191020.898252,450375.423014,10151100260603,274.78,근린생활시설 다가구주택,5.0,0.0,5.0,다가구용 주택(공동주택적용),,,1.0,26.0,0.0,5.0,5.0,0.0,다가구용 주택(공동주택적용),,1.0,26.0,26.0,5.0,5.0,0.0,다가구,,,,,,
마포구,대흥동,에이비썸머홀리데이,1974,15,80.0,0.5866913745407042,0.4483,0.85,37.55270279,126.94564822,외국인관광도시민박업,에이비썸머홀리데이,195197.299078,450354.864259,1015110605,161.39,"주택, 근린생활시설",3.0,0.0,3.0,단독주택,,,2.0,56.0,0.0,3.0,3.0,0.0,단독주택,,2.0,56.0,56.0,3.0,3.0,0.0,단독,,,,,,
마포구,합정동,K&Min's Riverside stay in Hongdae,2002,0,0.0,0.0689928714869514,0.1322,0.18,37.54407094,126.91726551,외국인관광도시민박업,K&Min's Riverside stay in Hongdae,192688.467434,449398.661894,1015124279,492.99,"다가구주택, 근린생활시설",5.0,0.0,5.0,다가구용 주택(공동주택적용),,,2.0,51.0,0.0,5.0,5.0,0.0,다가구용 주택(공동주택적용),,2.0,51.0,51.0,5.0,5.0,0.0,다가구,,,,,,
마포구,망원동,Mangwon Smile house,1991,28,92.9,1.2785836681171108,0.5535,1.0,37.55334342,126.90851461,외국인관광도시민박업,Mangwon Smile house,191916.121241,450428.511972,1015125056,244.21,다가구용단독주택(6가구),3.0,1.0,4.0,다가구용 주택(공동주택적용),,,1.0,76.0,0.0,4.0,3.0,1.0,다가구용 주택(공동주택적용),,1.0,76.0,76.0,4.0,4.0,0.0,다가구,,,,,,
마포구,연남동,블루 스테이,2008,32,84.4,0.5749542248322346,0.1237,0.85,37.5610275,126.92620937,외국인관광도시민박업,블루 스테이,193480.344672,451279.979399,10151100181904,296.86,다가구주택,3.0,0.0,3.0,다가구용 주택(공동주택적용),,,2.0,95.0,0.0,3.0,3.0,0.0,다가구용 주택(공동주택적용),,2.0,95.0,95.0,3.0,3.0,0.0,다가구,,,,,,
마포구,동교동,우드사이드,1990,30,100.0,0.1846336965523341,0.1494,0.85,37.55482251,126.92760383,외국인관광도시민박업,우드사이드,193603.018958,450591.203483,1015122103,461.24,"근린생활시설, 주택",4.0,1.0,5.0,단독주택,,,1.0,83.0,0.0,5.0,4.0,1.0,단독주택,,1.0,83.0,83.0,5.0,5.0,0.0,단독,,,,,,
마포구,서교동,레아 게스트하우스,1993,4,0.0,0.0050377940299571,0.5496,0.7,37.55230312,126.92990532,외국인관광도시민박업,레아 게스트하우스,193806.171848,450311.426617,1015118901,144.51,다가구용단독주택(4가구),3.0,1.0,4.0,다가구용 주택(공동주택적용),,,1.0,42.0,0.0,4.0,3.0,1.0,다가구용 주택(공동주택적용),,1.0,42.0,42.0,4.0,4.0,0.0,다가구,,,,,,
마포구,연남동,YN Stay,2013,22,59.1,0.3664629503048952,0.1165,0.12,37.55952624,126.91738071,외국인관광도시민박업,YN Stay,192700.155598,451114.006407,10151100212646,315.48,다세대주택,5.0,0.0,5.0,다세대주택,,,1.0,46.0,0.0,5.0,5.0,0.0,다세대주택,,1.0,46.0,46.0,5.0,5.0,0.0,다세대,,,,,,
마포구,중동,다올 하우스,1977,6,66.7,0.4754236967150748,0.443,0.25,37.5654964,126.91046814,외국인관광도시민박업,다올 하우스,192090.024547,451777.183412,1015132825,138.75,주택,2.0,1.0,3.0,다세대주택,,,1.0,31.0,0.0,3.0,2.0,1.0,다세대주택,,1.0,31.0,31.0,3.0,3.0,0.0,다세대,,,,,,
마포구,공덕동,Ronnie,1995,29,82.8,1.7047480922384253,0.4113,0.45,37.5459992,126.95950342,외국인관광도시민박업,Ronnie,196421.269627,449610.22944,101515744,117.08,다가구용단독주택,2.0,1.0,3.0,다가구용 주택(공동주택적용),,,1.0,40.0,0.0,3.0,2.0,1.0,다가구용 주택(공동주택적용),,1.0,40.0,40.0,3.0,3.0,0.0,다가구,,,,,,
마포구,창전동,VERVE STAY,1995,3,0.0,0.905708622543618,0.1422,0.7,37.55005907,126.92687094,외국인관광도시민박업,VERVE STAY,193537.849537,450062.568542,1015117439,999.31,공동주택(연립주택),4.0,1.0,5.0,다세대주택,,,1.0,57.0,0.0,5.0,4.0,1.0,다세대주택,,1.0,57.0,57.0,5.0,5.0,0.0,다세대,,,,,,
마포구,서교동,아르떼 스테이,2009,17,70.6,1.2498727930731348,0.1222,0.04,37.55460718,126.91095868,외국인관광도시민박업,아르떼 스테이,192132.218531,450568.566882,10151100189482,384.72,다세대주택(10세대),5.0,0.0,5.0,다세대주택,,,2.0,92.0,0.0,5.0,5.0,0.0,다세대주택,,2.0,92.0,92.0,5.0,5.0,0.0,다세대,,,,,,
마포구,염리동,지안네이쳐,2021,31,9.7,0.7052685410922901,0.105,0.55,37.55298988,126.94658762,외국인관광도시민박업,지안네이쳐,195280.326146,450386.680047,10151100278754,178.67,"다세대주택(3세대), 근린생활시설",4.0,1.0,5.0,다세대주택,,,1.0,25.0,0.0,5.0,4.0,1.0,다세대주택,,1.0,25.0,25.0,5.0,5.0,0.0,다세대,,,,,,
마포구,노고산동,Stay Wood,1994,4,0.0,0.0,0.413,0.12,37.55137091,126.93903344,외국인관광도시민박업,Stay Wood,194612.699895,450207.399765,1015114367,530.34,"근린생활시설, 주택(5가구)",4.0,1.0,5.0,다가구용 주택(공동주택적용),일반주거지역,,2.0,60.0,0.0,5.0,4.0,1.0,다가구용 주택(공동주택적용),일반주거지역,2.0,60.0,60.0,5.0,5.0,0.0,다가구,주거지역,0.0,1.0,,,
마포구,서교동,서교 451,1995,27,100.0,1.0850527588824772,0.4113,0.85,37.55383854,126.91480899,외국인관광도시민박업,서교 451,192472.358504,450482.94201,1015120686,349.06,다가구용단독주택(10가구),3.0,1.0,4.0,다가구용 주택(공동주택적용),일반주거지역,,2.0,85.0,0.0,4.0,3.0,1.0,다가구용 주택(공동주택적용),일반주거지역,2.0,85.0,85.0,4.0,4.0,0.0,다가구,주거지역,0.0,1.0,,,
마포구,연남동,소풍 게스트하우스,1998,20,75.0,1.239086735526564,0.138,0.7,37.55958254,126.92325416,외국인관광도시민박업,소풍 게스트하우스,193219.11,451119.815,1015128348,628.59,"근린생활시설,단독주택",5.0,1.0,6.0,단독주택,,,3.0,164.0,0.0,6.0,5.0,1.0,단독주택,,3.0,164.0,164.0,6.0,6.0,0.0,단독,,,,,,
마포구,창전동,무네미로 아트스테이1,1993,4,0.0,0.1466034741918754,0.4148,0.7,37.55171685,126.93046958,외국인관광도시민박업,무네미로 아트스테이1,193855.9841,450246.320576,1015116963,126.54,다가구용단독주택(3가구),2.0,1.0,3.0,,,,1.0,42.0,0.0,3.0,2.0,1.0,다가구용단독주택(3가구),,1.0,42.0,42.0,3.0,3.0,0.0,다가구,,,,,,
마포구,서교동,디자인하우스 서교,1997,6,66.7,0.2129911798501917,0.4077,0.7,37.5517339,126.91656164,외국인관광도시민박업,디자인하우스 서교,192627.018254,450249.213381,1015120866,286.89,다가구용단독주택(5가구),3.0,1.0,4.0,다가구용 주택(공동주택적용),,,4.0,126.0,0.0,4.0,3.0,1.0,다가구용 주택(공동주택적용),,4.0,126.0,126.0,4.0,4.0,0.0,다가구,,,,,,
마포구,공덕동,유성스테이,1998,11,90.9,0.95265837604503,0.138,0.45,37.54688979,126.96257846,외국인관광도시민박업,유성스테이,196693.054029,449708.960926,101515413,226.38,"다가구주택,제1종근린생활시설",3.0,1.0,4.0,다가구용 주택(공동주택적용),,,2.0,60.0,0.0,4.0,3.0,1.0,다가구용 주택(공동주택적용),,2.0,60.0,60.0,4.0,4.0,0.0,다가구,,,,,,
마포구,서교동,우디하우스,2002,31,96.8,0.6279350319128999,0.1322,0.85,37.55260324,126.92670132,외국인관광도시민박업,우디하우스,193523.080426,450344.952213,1015121303,444.44,다세대주택,5.0,0.0,5.0,다세대주택,,,1.0,35.0,0.0,5.0,5.0,0.0,다세대주택,,1.0,35.0,35.0,5.0,5.0,0.0,다세대,,,,,,
마포구,동교동,땡스땡스,1991,4,75.0,0.4786467254017555,0.4183,0.7,37.55257054,126.93099306,외국인관광도시민박업,땡스땡스,193902.310846,450341.03569,1015122293,450.04,다가구용단독주택(8가구),3.0,1.0,4.0,다가구용 주택(공동주택적용),,,2.0,58.0,0.0,4.0,3.0,1.0,다가구용 주택(공동주택적용),,2.0,58.0,58.0,4.0,4.0,0.0,다가구,,,,,,
마포구,동교동,윤이네,2008,2,50.0,0.8532325959070182,0.1237,0.12,37.55746684,126.92422666,외국인관광도시민박업,윤이네,193304.846655,450884.927661,10151100184624,117.12,다세대주택,3.0,0.0,3.0,다세대주택,,,1.0,42.0,0.0,3.0,3.0,0.0,다세대주택,,1.0,42.0,42.0,3.0,3.0,0.0,다세대,,,,,,
마포구,동교동,엘라 게스트하우스,1989,19,89.5,0.8754687373538999,0.4218,1.0,37.55350596,126.92959342,외국인관광도시민박업,엘라 게스트하우스,193778.71149,450444.94844,1015122218,239.83,주택,2.0,1.0,3.0,단독주택,,,3.0,89.0,0.0,3.0,2.0,1.0,단독주택,,3.0,89.0,89.0,3.0,3.0,0.0,단독,,,,,,
마포구,망원동,삼삼스테이,1991,27,96.3,1.53185696088335,0.4183,0.7,37.55837261,126.90063074,외국인관광도시민박업,삼삼스테이,191220.072646,450987.399448,1015127570,658.98,다세대주택(10세대),4.0,1.0,5.0,다세대주택,,,2.0,60.0,0.0,5.0,4.0,1.0,다세대주택,,2.0,60.0,60.0,5.0,5.0,0.0,다세대,,,,,,
마포구,망원동,STARSTAY,1997,22,81.8,0.5971325273203567,0.4077,1.0,37.55593921,126.9000395,외국인관광도시민박업,STARSTAY,191167.545334,450717.37607,1015126151,417.56,다가구용단독주택(8가구),3.0,1.0,4.0,다가구용 주택(공동주택적용),,,2.0,52.0,0.0,4.0,3.0,1.0,다가구용 주택(공동주택적용),,2.0,52.0,52.0,4.0,4.0,0.0,다가구,,,,,,
마포구,노고산동,영미하우스 노고산,1995,12,33.3,0.325422400434628,0.4113,0.7,37.55268466,126.93204616,외국인관광도시민박업,영미하우스 노고산,193995.37572,450353.633916,1015114846,138.6,"다가구용단독주택, 근린생활시설",2.0,1.0,3.0,다가구용 주택(공동주택적용),일반주거지역,,1.0,46.0,0.0,3.0,2.0,1.0,다가구용 주택(공동주택적용),일반주거지역,1.0,46.0,46.0,3.0,3.0,0.0,다가구,주거지역,0.0,1.0,,,
마포구,염리동,더 하이드아웃 빌라 홍대,1968,4,75.0,0.4608152031913293,0.4588,0.55,37.54428506,126.94551102,외국인관광도시민박업,더 하이드아웃 빌라 홍대,195184.634333,449420.604318,1015113503,102.51,주택,2.0,0.0,2.0,단독주택,,,1.0,37.0,0.0,2.0,2.0,0.0,단독주택,,1.0,37.0,37.0,2.0,2.0,0.0,단독,,,,,,
마포구,연남동,Sunny House,1991,16,81.2,0.8491696438068843,0.5535,0.85,37.55807066,126.92066444,외국인관광도시민박업,Sunny House,192990.153677,450952.204159,1015129444,274.82,다가구주택,3.0,1.0,4.0,다가구용 주택(공동주택적용),,,1.0,49.0,0.0,4.0,3.0,1.0,다가구용 주택(공동주택적용),,1.0,49.0,49.0,4.0,4.0,0.0,다가구,,,,,,
마포구,성산동,seaven 하우스,1997,24,87.5,0.6468146239189466,0.1394,0.85,37.56227653,126.90593232,외국인관광도시민박업,seaven 하우스,191688.935616,451420.207128,1015130836,500.41,다가구용단독주택(7가구),3.0,1.0,4.0,다가구용 주택(공동주택적용),,,1.0,67.0,0.0,4.0,3.0,1.0,다가구용 주택(공동주택적용),,1.0,67.0,67.0,4.0,4.0,0.0,다가구,,,,,,
마포구,공덕동,스테이 디아츠,2009,11,72.7,1.3437347467010947,0.1222,0.45,37.54544059,126.95883641,외국인관광도시민박업,스테이 디아츠,196362.298136,449548.255756,10151100190112,187.12,제1종근린생활시설,3.0,1.0,4.0,다가구용 주택(공동주택적용),일반주거지역,,1.0,48.0,0.0,4.0,3.0,1.0,다가구용 주택(공동주택적용),일반주거지역,1.0,48.0,48.0,4.0,4.0,0.0,다가구,주거지역,0.0,1.0,,,
마포구,서교동,Terrace stay hongdae,1971,11,72.7,1.190242611514034,0.4535,1.0,37.55337789,126.91852279,외국인관광도시민박업,Terrace stay hongdae,192800.472677,450431.52461,1015120613,251.18,주택 및 제2종근린생활시설,2.0,1.0,3.0,단독주택,,,8.0,166.0,0.0,3.0,2.0,1.0,단독주택,,8.0,166.0,166.0,3.0,3.0,0.0,단독,,,,,,
마포구,서교동,더원 게스트하우스,1991,15,80.0,1.683401574031255,0.4183,0.45,37.5473975,126.9197115,외국인관광도시민박업,더원 게스트하우스,192904.943392,449767.681919,1015120399,637.62,"근린생활시설, 주택",5.0,1.0,6.0,단독주택,,,5.0,165.0,0.0,6.0,5.0,1.0,단독주택,,5.0,165.0,165.0,6.0,6.0,0.0,단독,,,,,,
마포구,창전동,코리하우스,1993,4,0.0,0.1466034741918754,0.1451,0.7,37.55181818,126.93049783,외국인관광도시민박업,코리하우스,193858.488716,450257.56545,1015116951,663.84,"근린생활시설, 주택",6.0,1.0,7.0,단독주택,,,3.0,119.0,0.0,7.0,6.0,1.0,단독주택,,3.0,119.0,119.0,7.0,7.0,0.0,단독,,,,,,
마포구,동교동,도우 하우스,2002,18,88.9,0.5420012412344404,0.1322,0.85,37.55400495,126.92523546,외국인관광도시민박업,도우 하우스,193393.675805,450500.62753,1015122035,695.86,근린생활및단독주택,6.0,1.0,7.0,단독주택,,,1.0,45.0,0.0,7.0,6.0,1.0,단독주택,,1.0,45.0,45.0,7.0,7.0,0.0,단독,,,,,,
마포구,서교동,GROG STUDIO,1997,1,0.0,0.0050377940299571,0.1394,1.0,37.55183504,126.92548018,외국인관광도시민박업,GROG STUDIO,193415.109461,450259.775741,1015119247,894.3,"근린생활시설, 단독주택",6.0,1.0,7.0,다가구용 주택(공동주택적용),,,1.0,62.0,0.0,7.0,6.0,1.0,다가구용 주택(공동주택적용),,1.0,62.0,62.0,7.0,7.0,0.0,다가구,,,,,,
마포구,합정동,Zen's House,1992,0,0.0,0.1335313926245226,0.4165,0.12,37.54769777,126.9089212,외국인관광도시민박업,Zen's House,191951.44151,449801.877259,1015123478,325.59,다가구용단독주택(4가구),3.0,1.0,4.0,다가구용 주택(공동주택적용),,,1.0,51.0,0.0,4.0,3.0,1.0,다가구용 주택(공동주택적용),,1.0,51.0,51.0,4.0,4.0,0.0,다가구,,,,,,
마포구,서교동,SH 하우스,1996,4,0.0,0.0050377940299571,0.4095,0.7,37.5512694,126.92604978,외국인관광도시민박업,SH 하우스,193465.391849,450196.957226,1015119241,299.78,다가구형단독주택(7가구),2.0,1.0,3.0,다가구용 주택(공동주택적용),,,3.0,102.0,0.0,3.0,2.0,1.0,다가구용 주택(공동주택적용),,3.0,102.0,102.0,3.0,3.0,0.0,다가구,,,,,,
마포구,상암동,디엠씨스테이,1996,22,95.5,0.2865293345719726,0.6782,0.85,37.57488101,126.89471478,외국인관광도시민박업,디엠씨스테이,190699.411171,452820.208102,1015133080,135.58,"다가구주택,제2종근린생활시설",3.0,0.0,3.0,다가구용 주택(공동주택적용),,,1.0,52.0,0.0,3.0,3.0,0.0,다가구용 주택(공동주택적용),,1.0,52.0,52.0,3.0,3.0,0.0,다가구,,,,,,
마포구,노고산동,단밤신촌,1992,4,0.0,0.0,0.6865,1.0,37.55204819,126.939707,외국인관광도시민박업,단밤신촌,194672.267139,450282.531831,1015114541,102.72,다가구주택,3.0,1.0,4.0,다가구용 주택(공동주택적용),,,1.0,29.0,0.0,4.0,3.0,1.0,다가구용 주택(공동주택적용),,1.0,29.0,29.0,4.0,4.0,0.0,다가구,,,,,,
마포구,서교동,Ho's stay,1992,28,96.4,1.0307010830518992,0.4165,0.85,37.55402172,126.91309089,외국인관광도시민박업,Ho's stay,192320.562746,450503.411231,1015120922,494.81,"근린생활시설, 단독주택",6.0,1.0,7.0,단독주택,,,2.0,64.0,0.0,7.0,6.0,1.0,단독주택,,2.0,64.0,64.0,7.0,7.0,0.0,단독,,,,,,
마포구,염리동,스테이 윤슬,1975,10,0.0,0.2754119798599665,0.4465,0.55,37.55339312,126.94713218,외국인관광도시민박업,스테이 윤슬,195328.469652,450431.407727,1015112343,135.89,주택,3.0,1.0,4.0,단독주택,,,1.0,36.0,0.0,4.0,3.0,1.0,단독주택,,1.0,36.0,36.0,4.0,4.0,0.0,단독,,,,,,
마포구,연남동,연남민박 1971,1971,10,90.0,0.286041382994321,0.4535,0.25,37.56105059,126.92304312,외국인관광도시민박업,연남민박 1971,193200.597438,451282.766521,1015128078,122.97,주택,2.0,1.0,3.0,단독주택,,,3.0,95.0,0.0,3.0,2.0,1.0,단독주택,,3.0,95.0,95.0,3.0,3.0,0.0,단독,,,,,,
마포구,연남동,누크 하우스,1974,23,91.3,0.2661402286770261,0.4483,0.85,37.56266461,126.92061752,외국인관광도시민박업,누크 하우스,192986.438407,451462.081647,1015128273,137.94,주택,2.0,1.0,3.0,단독주택,,,1.0,63.0,0.0,3.0,2.0,1.0,단독주택,,1.0,63.0,63.0,3.0,3.0,0.0,단독,,,,,,
마포구,망원동,코지 브릭하우스,1975,26,88.5,2.099485785738491,0.4465,1.0,37.55399205,126.90250853,외국인관광도시민박업,코지 브릭하우스,191385.483074,450501.035283,1015125804,127.64,주택,1.0,1.0,2.0,단독주택,,,2.0,86.0,0.0,2.0,1.0,1.0,단독주택,,2.0,86.0,86.0,2.0,2.0,0.0,단독,,,,,,
마포구,노고산동,가끔_신촌,1990,0,0.0,0.037740327982847,0.42,1.0,37.55255441,126.94122399,외국인관광도시민박업,가끔_신촌,194806.349716,450338.631673,1015114266,104.49,주택,2.0,1.0,3.0,단독주택,,,1.0,34.0,0.0,3.0,2.0,1.0,단독주택,,1.0,34.0,34.0,3.0,3.0,0.0,단독,,,,,,
마포구,서교동,다우하우스1,1989,28,85.7,0.1144103511777442,0.4218,1.0,37.55210193,126.92725538,외국인관광도시민박업,다우하우스1,193571.996043,450289.275161,1015119170,247.47,주택,2.0,1.0,3.0,단독주택,,,3.0,82.0,0.0,3.0,2.0,1.0,단독주택,,3.0,82.0,82.0,3.0,3.0,0.0,단독,,,,,,
마포구,합정동,달리하우스,1997,5,80.0,0.4519851237430572,0.4077,0.85,37.54692938,126.91039775,외국인관광도시민박업,달리하우스,192081.841949,449716.470514,1015123428,493.71,근린생활시설,4.0,1.0,5.0,단독주택,,,2.0,98.0,0.0,5.0,4.0,1.0,단독주택,,2.0,98.0,98.0,5.0,5.0,0.0,단독,,,,,,
마포구,연남동,달 하우스,1996,20,80.0,0.7158385917620161,0.1408,1.0,37.55841366,126.92485471,외국인관광도시민박업,달 하우스,193360.423709,450989.968535,1015128639,256.57,근린생활시설 및 다가구용단독주택,4.0,0.0,4.0,다가구용 주택(공동주택적용),,,1.0,40.0,0.0,4.0,4.0,0.0,다가구용 주택(공동주택적용),,1.0,40.0,40.0,4.0,4.0,0.0,다가구,,,,,,
